REAL_ESTATE_ID,Township,Deeded_Acreage,Total_sale_Price,Year_Built,HEATED_AREA,DESIGN_STYLE,BATH,Story_Height,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,year,month,Quarter
175176,8,0.18,143500,1990,1702,A,J,A,RALEIGH,27613.0,1990,10,4
175179,8,0.15,183000,1990,2189,A,J,A,RALEIGH,27613.0,1990,4,2
175183,8,0.14,249000,1990,2140,A,J,A,RALEIGH,27613.0,1994,10,4
175186,8,0.18,223500,1989,2277,K,E,B,RALEIGH,27613.0,1998,9,3
175190,9,0.76,91500,1990,1150,A,B,A,ZEBULON,27597.0,1999,4,2
175195,9,1.34,72000,1989,1791,A,B,A,ZEBULON,27597.0,1993,6,2
175219,1,0.0,142000,1988,985,D,C,A,RALEIGH,27605.0,1998,9,3
175224,1,0.0,86000,1988,1341,D,D,C,RALEIGH,27605.0,1991,2,1
175227,1,0.0,145000,1988,1341,D,D,C,RALEIGH,27605.0,1997,3,1
175231,1,0.0,106000,1988,1341,D,D,C,RALEIGH,27605.0,1994,11,4
175232,4,0.03,71000,1988,1346,C,D,C,CARY,27513.0,1993,1,1
175234,4,0.03,102000,1988,1346,C,D,C,CARY,27513.0,1999,7,3
175236,4,0.03,81000,1988,1346,C,D,C,CARY,27513.0,1994,12,4
175239,9,1.15,118000,1992,1588,A,C,A,ZEBULON,27597.0,1997,4,2
175244,9,1.91,128500,1991,1392,A,C,A,ZEBULON,27597.0,1998,6,2
175245,9,1.04,117000,1989,1769,A,C,A,ZEBULON,27597.0,1993,5,2
175247,9,1.04,122500,1989,1511,A,C,A,ZEBULON,27597.0,1999,3,1
175248,9,0.95,117000,1990,1476,A,D,C,ZEBULON,27597.0,1999,9,3
175250,9,0.85,84000,1992,1300,A,C,A,ZEBULON,27597.0,1992,6,2
175291,19,0.0,87000,1987,1536,D,C,B,WAKE FOREST,27587.0,1995,8,3
175293,19,0.0,60000,1987,1536,D,C,B,WAKE FOREST,27587.0,1991,11,4
175349,18,0.07,118000,1988,1764,C,J,B,RALEIGH,27603.0,1996,4,2
175359,8,0.36,205000,1995,2126,A,D,C,RALEIGH,27613.0,1998,7,3
175361,8,0.3,198000,1994,2243,A,D,C,RALEIGH,27613.0,1995,2,1
175367,8,0.33,267000,1989,2902,A,D,C,RALEIGH,27613.0,1999,5,2
175368,8,0.27,206000,1989,2830,A,D,C,RALEIGH,27613.0,1993,4,2
175370,8,0.3,218000,1990,3287,A,J,C,RALEIGH,27613.0,1992,7,3
175371,8,0.27,233000,1991,2967,A,E,C,RALEIGH,27613.0,1995,11,4
175372,8,0.32,192000,1989,3006,A,D,C,RALEIGH,27613.0,1990,4,2
175374,8,0.28,237000,1989,2692,A,F,C,RALEIGH,27613.0,1997,1,1
175375,8,0.28,250000,1989,2784,A,D,B,RALEIGH,27613.0,1998,11,4
175379,8,0.5,261500,1995,3002,A,D,I,RALEIGH,27613.0,1999,9,3
175386,8,0.32,182000,1989,2432,A,D,C,RALEIGH,27613.0,1992,4,2
175388,8,0.28,249000,1989,2827,A,D,C,RALEIGH,27613.0,1998,9,3
175390,8,0.31,215000,1991,2762,A,D,C,RALEIGH,27613.0,1998,1,1
175396,8,0.38,192000,1989,2079,A,C,A,RALEIGH,27613.0,1996,2,1
175398,8,0.29,194500,1992,2619,A,J,C,RALEIGH,27613.0,1993,3,1
175405,19,0.73,200000,1989,2484,A,D,C,WAKE FOREST,27587.0,1999,11,4
175407,19,0.76,162500,1989,2937,A,D,C,WAKE FOREST,27587.0,1990,4,2
175408,19,0.78,180000,1991,2677,A,D,C,WAKE FOREST,27587.0,1991,8,3
175411,19,0.89,185000,1996,1704,A,E,A,WAKE FOREST,27587.0,1996,5,2
175416,19,0.71,193000,1989,2743,A,D,C,WAKE FOREST,27587.0,1993,6,2
175417,19,0.71,205000,1990,2314,A,D,A,WAKE FOREST,27587.0,1990,11,4
175418,19,0.68,203500,1991,2623,A,D,C,WAKE FOREST,27587.0,1992,5,2
175420,19,0.7,215000,1989,2980,A,D,C,WAKE FOREST,27587.0,1993,12,4
175429,19,0.7,177000,1990,2446,A,D,C,WAKE FOREST,27587.0,1990,11,4
175436,19,0.7,190500,1990,2842,A,D,C,WAKE FOREST,27587.0,1993,5,2
175437,19,0.76,200000,1990,2666,A,D,I,WAKE FOREST,27587.0,1997,6,2
175439,19,1.22,250000,1991,3568,A,E,K,WAKE FOREST,27587.0,1993,6,2
175441,19,0.69,175000,1990,2324,A,D,I,WAKE FOREST,27587.0,1990,5,2
175444,19,0.66,160500,1989,2466,A,D,C,WAKE FOREST,27587.0,1991,6,2
175445,7,0.17,126500,1991,1750,A,D,B,RALEIGH,27615.0,1991,3,1
175458,7,0.16,121500,1991,1966,A,D,C,RALEIGH,27615.0,1991,8,3
175470,8,0.29,153500,1993,2060,A,J,C,RALEIGH,27613.0,1993,6,2
175481,8,0.32,155500,1994,1808,A,E,C,RALEIGH,27613.0,1994,12,4
175485,8,0.27,160000,1993,2485,A,D,C,RALEIGH,27613.0,1993,11,4
175494,8,0.26,163000,1993,2192,A,D,C,RALEIGH,27613.0,1993,9,3
175495,8,0.32,161000,1991,2292,A,J,C,RALEIGH,27613.0,1992,1,1
175496,8,0.23,134000,1991,1993,A,J,I,RALEIGH,27613.0,1991,10,4
175499,8,0.28,170000,1989,2092,A,E,C,RALEIGH,27613.0,1994,1,1
175502,8,0.3,113000,1992,1567,A,D,A,RALEIGH,27613.0,1992,3,1
175503,8,0.27,156000,1994,2432,A,J,C,RALEIGH,27613.0,1994,7,3
175504,8,0.25,166000,1993,2239,A,D,C,RALEIGH,27613.0,1994,3,1
175564,8,0.35,295000,1994,2513,A,D,A,RALEIGH,27613.0,1999,7,3
175565,8,0.38,331000,1989,2932,A,F,B,RALEIGH,27613.0,1999,8,3
175567,8,0.36,265000,1992,2992,A,J,C,RALEIGH,27613.0,1992,9,3
175568,8,0.34,265000,1991,3187,A,J,C,RALEIGH,27613.0,1991,11,4
175569,8,0.34,223000,1993,3113,A,J,B,RALEIGH,27613.0,1993,3,1
175571,20,0.04,84000,1988,1107,C,J,A,APEX,27502.0,1993,11,4
175632,12,0.33,85000,1992,1056,A,B,A,FUQUAY VARINA,27526.0,1999,1,1
175637,12,0.32,73000,1989,856,A,A,A,FUQUAY VARINA,27526.0,1998,4,2
175655,14,4.42,152000,1991,2408,A,D,A,WAKE FOREST,27587.0,1991,2,1
175658,2,0.98,235000,1989,5187,A,E,C,RALEIGH,27613.0,1992,5,2
175675,2,0.98,311000,1990,4094,A,J,A,RALEIGH,27615.0,1990,7,3
175676,2,0.99,243000,1989,2943,A,J,C,RALEIGH,27615.0,1992,1,1
175679,2,0.95,286000,1990,3042,A,J,C,RALEIGH,27614.0,1998,12,4
175682,2,0.94,250000,1989,3551,A,D,C,RALEIGH,27614.0,1997,9,3
175683,2,0.95,290500,1990,3195,A,J,C,RALEIGH,27614.0,1998,5,2
175685,2,0.92,263500,1993,2837,A,J,C,RALEIGH,27614.0,1993,9,3
175690,2,1.08,305000,1990,3188,A,D,C,RALEIGH,27614.0,1998,12,4
175694,2,0.94,290000,1989,2756,A,E,C,RALEIGH,27614.0,1997,11,4
175706,2,0.92,291000,1991,2766,A,J,C,RALEIGH,27614.0,1997,6,2
175707,2,0.92,284500,1990,2538,A,J,C,RALEIGH,27614.0,1996,8,3
175708,2,0.92,256000,1991,3275,A,J,C,RALEIGH,27614.0,1991,4,2
175709,2,0.92,290000,1990,3043,A,J,C,RALEIGH,27614.0,1998,1,1
175710,2,0.92,260000,1990,2742,A,J,C,RALEIGH,27614.0,1995,9,3
175712,2,0.92,128500,1989,3046,A,D,C,RALEIGH,27614.0,1991,11,4
175716,2,0.92,280000,1989,2925,A,E,C,RALEIGH,27614.0,1998,4,2
175737,13,0.18,158000,1989,1836,A,D,C,RALEIGH,27615.0,1998,10,4
175739,13,0.17,141500,1989,1921,A,D,C,RALEIGH,27615.0,1990,1,1
175744,13,0.16,147000,1991,2135,A,C,C,RALEIGH,27615.0,1992,3,1
175749,13,0.19,126000,1989,1864,A,D,C,RALEIGH,27615.0,1990,9,3
175750,13,0.17,150000,1989,1912,A,D,C,RALEIGH,27615.0,1994,5,2
175751,13,0.17,160000,1990,1896,A,D,C,RALEIGH,27615.0,1999,7,3
175753,13,0.16,157000,1990,2401,A,J,C,RALEIGH,27615.0,1990,4,2
175759,13,0.17,157000,1989,2371,A,D,C,RALEIGH,27615.0,1993,7,3
175767,13,0.23,178000,1993,2208,A,J,C,RALEIGH,27615.0,1998,2,1
175769,13,0.29,176000,1993,2484,A,J,C,RALEIGH,27615.0,1997,5,2
175777,13,0.2,115000,1990,1691,A,J,C,RALEIGH,27615.0,1991,6,2
175786,13,0.24,159000,1989,1952,A,D,I,RALEIGH,27615.0,1994,12,4
175790,13,0.18,120500,1990,2336,A,E,A,RALEIGH,27615.0,1990,9,3
175791,13,0.23,153000,1993,1960,A,J,C,RALEIGH,27615.0,1996,4,2
175808,13,0.19,161000,1991,1989,A,D,I,RALEIGH,27615.0,1999,9,3
175809,13,0.31,131000,1990,2122,A,J,C,RALEIGH,27615.0,1990,6,2
175816,13,0.28,152000,1990,2158,A,J,C,RALEIGH,27615.0,1990,8,3
175817,13,0.27,149500,1992,2427,A,J,B,RALEIGH,27615.0,1992,10,4
175818,13,0.25,136000,1989,1951,A,D,A,RALEIGH,27615.0,1992,8,3
175821,13,0.25,166000,1989,2356,A,D,C,RALEIGH,27615.0,1994,7,3
175824,13,0.27,176000,1989,2535,A,D,C,RALEIGH,27615.0,1995,6,2
175827,13,0.2,147000,1989,2535,A,D,C,RALEIGH,27615.0,1992,4,2
175833,13,0.26,208000,1990,2566,A,D,C,RALEIGH,27615.0,1998,5,2
175837,13,0.25,164500,1993,2427,A,J,B,RALEIGH,27615.0,1993,7,3
175839,13,0.32,142000,1989,2220,A,D,C,RALEIGH,27615.0,1990,3,1
175840,13,0.28,179000,1990,2513,A,J,C,RALEIGH,27615.0,1998,1,1
175841,13,0.25,145000,1990,2017,A,J,B,RALEIGH,27615.0,1990,10,4
175849,8,0.87,180000,1992,2465,A,J,C,RALEIGH,27613.0,1992,10,4
175850,8,0.54,239500,1990,2865,A,J,C,RALEIGH,27613.0,1999,7,3
175851,8,0.48,186000,1990,2465,A,J,C,RALEIGH,27613.0,1990,5,2
175855,8,0.25,171500,1989,2720,A,D,C,RALEIGH,27613.0,1996,7,3
175862,13,0.04,61000,1988,704,C,A,A,RALEIGH,27616.0,1999,5,2
175877,4,0.16,170000,1991,1861,A,C,C,CARY,27513.0,1999,6,2
175879,4,0.18,187000,1991,2249,A,D,C,CARY,27513.0,1998,7,3
175881,4,0.19,149000,1991,1646,A,C,A,CARY,27513.0,1994,8,3
175884,4,0.16,128000,1991,1774,A,D,C,CARY,27513.0,1991,7,3
175900,4,0.19,138000,1991,2243,A,C,C,CARY,27513.0,1991,6,2
175911,4,0.37,189500,1997,2489,A,D,C,RALEIGH,27607.0,1997,9,3
175913,4,0.42,255000,1994,2533,A,D,I,RALEIGH,27607.0,1997,5,2
175914,4,0.56,196500,1989,2251,A,C,A,RALEIGH,27607.0,1995,8,3
175919,4,0.54,232000,1994,2337,A,D,I,RALEIGH,27607.0,1999,1,1
175920,4,0.27,220000,1994,2183,A,D,C,RALEIGH,27607.0,1994,5,2
175926,4,0.39,173000,1994,1939,A,D,B,RALEIGH,27607.0,1997,9,3
175931,17,0.2,88500,1990,1317,A,C,A,RALEIGH,27604.0,1990,5,2
175938,17,0.17,115000,1991,1485,A,C,B,RALEIGH,27604.0,1995,9,3
175939,17,0.19,105500,1990,1654,A,C,C,RALEIGH,27604.0,1990,4,2
175948,17,0.18,117000,1989,1571,A,J,C,RALEIGH,27604.0,1998,3,1
175955,17,0.18,115000,1990,2147,A,C,I,RALEIGH,27604.0,1990,7,3
175958,1,0.03,69000,1988,1056,C,A,B,RALEIGH,27610.0,1999,6,2
175959,1,0.03,64000,1988,1056,C,A,B,RALEIGH,27610.0,1997,11,4
175967,4,0.27,142500,1991,2454,A,J,C,CARY,27513.0,1991,4,2
175968,4,0.25,127000,1991,2772,A,D,C,CARY,27513.0,1991,10,4
175969,4,0.21,132000,1991,1848,A,D,C,CARY,27513.0,1993,5,2
175973,4,0.19,142500,1990,2214,A,J,C,CARY,27513.0,1990,7,3
175981,4,0.21,158000,1989,2386,A,J,C,CARY,27513.0,1991,4,2
175982,4,0.18,158000,1990,2226,A,D,I,CARY,27513.0,1996,1,1
175985,4,0.16,146000,1990,2204,A,D,I,CARY,27513.0,1997,3,1
175986,4,0.15,176000,1991,2175,A,D,C,CARY,27513.0,1998,8,3
175987,4,0.18,155000,1991,1719,A,D,A,CARY,27513.0,1996,9,3
175988,4,0.16,173000,1993,2061,A,D,C,CARY,27513.0,1997,8,3
175991,4,0.19,142500,1990,2088,A,D,I,CARY,27513.0,1990,4,2
175993,4,0.16,144500,1990,2298,A,J,I,CARY,27513.0,1990,7,3
175997,4,0.24,188000,1992,2100,A,J,C,CARY,27513.0,1998,12,4
176002,4,0.19,167500,1992,1928,A,J,C,CARY,27513.0,1997,5,2
176003,4,0.23,152000,1991,2030,A,C,C,CARY,27513.0,1996,12,4
176007,17,0.19,110500,1989,1609,A,D,B,KNIGHTDALE,27545.0,1994,6,2
176014,17,0.24,113000,1989,1936,A,J,C,KNIGHTDALE,27545.0,1993,5,2
176015,17,0.26,137500,1990,1666,A,J,A,KNIGHTDALE,27545.0,1999,8,3
176018,17,0.25,109000,1989,1611,A,D,B,KNIGHTDALE,27545.0,1993,9,3
176019,17,0.26,133000,1989,1648,A,C,A,KNIGHTDALE,27545.0,1997,11,4
176024,10,0.24,101000,1989,1401,A,C,A,WENDELL,27591.0,1999,11,4
176026,10,0.24,78000,1990,1008,A,C,A,WENDELL,27591.0,1995,12,4
176027,10,0.24,67000,1991,1080,A,C,A,WENDELL,27591.0,1993,6,2
176029,10,0.24,65000,1992,1118,A,B,A,WENDELL,27591.0,1992,9,3
176035,10,0.3,63000,1992,1008,A,A,A,WENDELL,27591.0,1992,9,3
176037,10,0.26,68000,1993,1008,A,A,A,WENDELL,27591.0,1993,7,3
176041,10,1.43,64000,1993,892,G,A,A,WENDELL,27591.0,1994,3,1
176042,10,0.76,107000,1993,1098,A,C,A,WENDELL,27591.0,1999,7,3
176045,10,0.23,76000,1989,1390,A,J,C,WENDELL,27591.0,1992,11,4
176046,10,0.23,72000,1989,1244,A,C,A,WENDELL,27591.0,1993,12,4
176047,10,0.23,69000,1993,1008,A,A,A,WENDELL,27591.0,1994,3,1
176048,10,0.23,65000,1993,1008,A,A,A,WENDELL,27591.0,1993,7,3
176049,10,0.23,63000,1993,858,A,A,A,WENDELL,27591.0,1993,10,4
176050,10,0.23,64000,1994,882,A,A,A,WENDELL,27591.0,1994,2,1
176052,10,0.36,89500,1990,1100,A,B,A,WENDELL,27591.0,1998,10,4
176059,4,0.18,183000,1990,2204,A,D,C,CARY,27513.0,1998,6,2
176061,4,0.27,196000,1992,2918,A,J,C,CARY,27513.0,1996,3,1
176063,4,0.21,185000,1994,1824,A,D,C,CARY,27513.0,1996,6,2
176065,4,0.22,165000,1989,2522,A,D,C,CARY,27513.0,1992,3,1
176074,4,0.25,159000,1989,2522,A,D,C,CARY,27513.0,1993,5,2
176077,4,0.19,160000,1989,1854,A,D,C,CARY,27513.0,1999,10,4
176084,4,0.31,144000,1990,1860,A,D,A,CARY,27513.0,1993,8,3
176085,4,0.33,190000,1990,1890,A,D,I,CARY,27513.0,1999,6,2
176086,4,0.47,140000,1990,2112,A,D,B,CARY,27513.0,1990,3,1
176091,4,0.42,156000,1989,2385,A,D,C,CARY,27513.0,1993,7,3
176092,4,0.41,195000,1989,2772,A,D,C,CARY,27513.0,1999,2,1
176101,4,0.34,244000,1989,2706,A,J,C,CARY,27511.0,1994,10,4
176102,4,0.34,240000,1989,2819,A,J,C,CARY,27511.0,1994,8,3
176104,4,0.34,254500,1992,3822,A,D,C,CARY,27511.0,1997,8,3
176109,4,0.43,220000,1995,3195,A,F,C,CARY,27511.0,1995,2,1
176110,4,0.5,243000,1994,2581,A,J,C,CARY,27511.0,1997,2,1
176116,4,0.34,256000,1989,2865,A,J,C,CARY,27511.0,1994,4,2
176121,4,0.4,205000,1989,2668,A,J,C,CARY,27511.0,1990,6,2
176122,4,0.39,255000,1989,2759,A,J,I,CARY,27511.0,1994,8,3
176123,4,0.34,289000,1989,3164,A,J,C,CARY,27511.0,1997,3,1
176124,4,0.34,187500,1989,3124,A,D,C,CARY,27511.0,1992,10,4
176127,4,0.34,280000,1989,2910,A,J,C,CARY,27511.0,1998,9,3
176129,4,0.44,77000,1990,3632,A,D,C,CARY,27511.0,1996,7,3
176131,4,0.48,239000,1989,4242,A,F,L,CARY,27511.0,1995,8,3
176135,4,0.35,215000,1989,3423,A,J,C,CARY,27511.0,1993,6,2
176136,4,0.34,282000,1989,2605,A,J,C,CARY,27511.0,1998,5,2
176137,4,0.35,235000,1989,2779,A,J,C,CARY,27511.0,1996,9,3
176140,4,0.35,278000,1989,2710,A,J,C,CARY,27511.0,1998,10,4
176145,4,0.16,155000,1989,2010,A,D,I,CARY,27518.0,1996,6,2
176147,4,0.19,142500,1990,1686,A,D,B,CARY,27518.0,1995,9,3
176149,4,0.17,132500,1990,1811,A,D,B,CARY,27518.0,1993,5,2
176150,4,0.24,147000,1989,1880,A,D,I,CARY,27518.0,1996,5,2
176181,3,1.88,136000,1991,2326,A,D,C,APEX,27502.0,1991,11,4
176185,3,2.73,260000,1992,3088,A,J,B,APEX,27502.0,1996,2,1
176192,3,2.22,205000,1989,2604,A,C,C,APEX,27502.0,1997,7,3
176198,3,2.42,110000,1992,2803,A,J,B,APEX,27502.0,1992,9,3
176200,3,1.22,177000,1992,2598,A,D,I,APEX,27502.0,1992,12,4
176202,3,1.67,260000,1991,3197,A,D,C,APEX,27502.0,1997,11,4
176205,3,1.83,132000,1993,2356,A,D,C,APEX,27502.0,1993,11,4
176212,18,1.19,187000,1989,2775,A,J,C,RALEIGH,27606.0,1990,8,3
176219,18,1.31,275500,1991,2634,A,D,C,RALEIGH,27606.0,1998,9,3
176220,18,1.16,245000,1994,3324,A,E,C,RALEIGH,27606.0,1994,10,4
176227,18,0.94,143500,1990,1936,A,E,C,APEX,27539.0,1993,4,2
176234,16,0.29,190500,1991,2524,A,D,C,GARNER,27529.0,1997,6,2
176235,16,0.28,192000,1992,2802,A,J,B,GARNER,27529.0,1996,10,4
176236,16,0.28,179500,1994,2683,A,D,A,GARNER,27529.0,1994,8,3
176238,16,0.33,184000,1991,3072,A,J,C,GARNER,27529.0,1991,8,3
176241,16,0.33,196000,1991,2705,A,D,A,GARNER,27529.0,1991,10,4
176242,16,0.32,183500,1990,3118,A,J,C,GARNER,27529.0,1990,5,2
176243,16,0.34,259000,1989,3430,A,D,C,GARNER,27529.0,1993,8,3
176246,16,0.33,161500,1989,2532,K,D,L,GARNER,27529.0,1993,11,4
176247,16,0.31,161000,1990,1906,A,J,A,GARNER,27529.0,1990,1,1
176252,16,0.31,200000,1990,2924,A,F,B,GARNER,27529.0,1999,4,2
176259,6,1.21,147000,1992,2730,A,C,B,HOLLY SPRINGS,27540.0,1993,2,1
176265,15,0.73,134000,1989,2283,A,J,C,RALEIGH,27603.0,1992,7,3
176270,15,2.59,196500,1996,2106,A,D,A,RALEIGH,27603.0,1997,1,1
176272,15,0.69,87000,1989,1454,A,C,A,RALEIGH,27603.0,1993,10,4
176275,15,0.71,120000,1998,1491,A,C,A,RALEIGH,27603.0,1999,1,1
176291,5,0.31,207500,1990,2213,A,J,A,CARY,27513.0,1991,6,2
176293,5,0.31,202500,1989,2990,A,J,C,CARY,27513.0,1990,2,1
176294,5,0.32,200500,1990,2882,A,D,C,CARY,27513.0,1992,9,3
176297,5,0.23,255000,1989,2514,A,J,I,CARY,27513.0,1997,7,3
176302,5,0.45,191500,1991,2525,A,D,C,CARY,27513.0,1992,6,2
176304,5,0.31,204000,1994,3008,A,J,C,CARY,27513.0,1994,5,2
176306,5,0.23,235000,1990,2525,A,J,C,CARY,27513.0,1996,3,1
176309,5,0.24,282000,1989,4286,A,J,I,CARY,27513.0,1993,8,3
176310,5,0.23,220000,1992,2909,A,J,I,CARY,27513.0,1992,4,2
176315,8,0.16,194500,1990,2135,A,J,A,RALEIGH,27613.0,1995,3,1
176319,8,0.16,170500,1989,2361,K,E,A,RALEIGH,27613.0,1990,1,1
176322,8,0.18,213000,1989,2329,K,D,A,RALEIGH,27613.0,1998,2,1
176326,8,0.22,165000,1989,2182,A,E,A,RALEIGH,27613.0,1990,10,4
176331,8,0.19,171000,1989,1658,A,J,A,RALEIGH,27613.0,1991,9,3
176335,8,0.16,228000,1989,2156,A,E,A,RALEIGH,27613.0,1996,10,4
176345,8,0.42,435000,1994,5365,A,J,C,RALEIGH,27613.0,1994,6,2
176353,8,0.33,259000,1994,3804,A,J,C,RALEIGH,27613.0,1994,8,3
176355,8,0.37,265000,1990,2898,A,J,C,RALEIGH,27613.0,1992,2,1
176358,7,0.15,75000,1989,1148,C,C,A,RALEIGH,27613.0,1993,10,4
176401,7,0.07,81000,1989,1957,C,D,B,RALEIGH,27609.0,1995,1,1
176402,7,0.04,116000,1989,1655,C,E,C,RALEIGH,27609.0,1993,4,2
176404,7,0.07,180000,1989,2147,C,D,B,RALEIGH,27609.0,1995,10,4
176411,2,1.65,341000,1995,2726,A,D,C,RALEIGH,27614.0,1995,5,2
176415,4,0.15,116000,1989,1304,A,C,A,CARY,27513.0,1995,10,4
176417,4,0.16,114000,1989,1550,A,D,C,CARY,27513.0,1993,12,4
176420,4,0.19,88000,1990,1165,A,C,A,CARY,27513.0,1990,2,1
176421,4,0.22,92000,1989,1462,A,D,C,CARY,27513.0,1990,2,1
176423,4,0.25,134500,1989,2233,A,J,A,CARY,27513.0,1993,4,2
176426,4,0.2,184000,1990,2142,A,J,C,CARY,27513.0,1999,2,1
176427,4,0.24,152000,1990,1682,A,C,A,CARY,27513.0,1996,6,2
176428,4,0.24,148000,1990,2093,A,D,C,CARY,27513.0,1994,4,2
176434,4,0.27,124000,1990,1852,A,C,A,CARY,27513.0,1990,4,2
176438,4,0.3,127500,1989,2080,A,J,A,CARY,27513.0,1991,6,2
176439,9,0.92,78000,1992,952,A,B,A,ZEBULON,27597.0,1998,1,1
176441,9,0.92,67000,1993,1008,G,C,A,ZEBULON,27597.0,1994,2,1
176449,9,1.02,65500,1993,1012,A,A,A,ZEBULON,27597.0,1993,6,2
176460,1,0.51,632500,1990,5542,A,F,C,RALEIGH,27608.0,1990,8,3
176465,4,0.11,124500,1989,1199,A,C,A,CARY,27513.0,1999,11,4
176472,1,0.04,129000,1989,1305,C,J,B,RALEIGH,27606.0,1998,8,3
176479,4,0.23,142000,1989,2380,A,J,K,CARY,27518.0,1990,4,2
176481,4,0.26,183500,1989,2142,A,J,B,CARY,27518.0,1999,12,4
176488,4,0.28,145000,1989,1612,A,D,B,CARY,27513.0,1994,4,2
176503,4,0.39,175000,1994,2449,A,E,I,CARY,27511.0,1994,10,4
176506,4,0.24,193000,1990,2590,A,J,C,CARY,27511.0,1990,5,2
176507,4,0.2,214500,1990,2683,A,J,C,CARY,27511.0,1990,11,4
176508,4,0.21,195000,1990,2354,A,J,C,CARY,27511.0,1997,10,4
176510,4,0.29,168000,1989,2406,A,J,C,CARY,27511.0,1991,6,2
176511,4,0.25,194000,1993,2033,A,J,C,CARY,27511.0,1997,7,3
176513,18,0.69,68000,1989,985,A,C,A,APEX,27539.0,1994,3,1
176514,18,0.69,89000,1989,1097,A,C,A,APEX,27539.0,1997,5,2
176522,18,0.69,80500,1989,985,A,A,A,APEX,27539.0,1996,6,2
176523,18,0.69,67000,1989,985,A,A,A,APEX,27539.0,1993,12,4
176533,6,0.93,293000,1997,2972,A,F,B,FUQUAY VARINA,27526.0,1999,7,3
176536,6,0.96,223000,1992,2644,A,J,I,FUQUAY VARINA,27526.0,1994,9,3
176538,6,0.92,192500,1990,2824,A,D,C,FUQUAY VARINA,27526.0,1990,10,4
176547,6,0.97,192500,1992,2807,A,J,A,FUQUAY VARINA,27526.0,1992,12,4
176553,12,0.78,110000,1993,1880,A,C,A,WILLOW SPRING,27592.0,1994,6,2
176554,12,0.76,89000,1992,1576,A,D,B,WILLOW SPRING,27592.0,1993,6,2
176556,12,0.99,106000,1993,1542,A,D,C,WILLOW SPRING,27592.0,1993,11,4
176560,12,0.71,130000,1990,1598,A,D,C,WILLOW SPRING,27592.0,1999,10,4
176565,12,0.69,116500,1994,1472,A,D,B,WILLOW SPRING,27592.0,1996,5,2
176568,12,0.75,111000,1994,1948,A,D,C,WILLOW SPRING,27592.0,1995,1,1
176570,4,0.22,154500,1989,2374,A,D,C,CARY,27513.0,1993,11,4
176579,14,1.8,192000,1990,2561,A,J,C,WAKE FOREST,27587.0,1992,3,1
176581,14,3.43,191000,1991,2643,A,D,C,WAKE FOREST,27587.0,1991,8,3
176582,14,3.37,194000,1990,2878,A,J,C,WAKE FOREST,27587.0,1990,3,1
176584,14,2.94,186000,1990,2838,A,J,C,WAKE FOREST,27587.0,1990,4,2
176585,14,3.14,180000,1991,3088,A,C,C,WAKE FOREST,27587.0,1991,3,1
176586,14,2.83,220000,1991,2161,A,D,B,WAKE FOREST,27587.0,1993,4,2
176587,14,2.94,215500,1991,2039,A,D,A,WAKE FOREST,27587.0,1994,5,2
176591,14,1.84,232500,1990,4745,A,F,K,WAKE FOREST,27587.0,1995,10,4
176611,4,0.13,140000,1992,1437,A,J,A,CARY,27511.0,1995,10,4
176614,4,0.12,93500,1989,1281,A,C,A,CARY,27511.0,1990,6,2
176618,4,0.13,119000,1994,1242,A,C,A,CARY,27511.0,1994,4,2
176620,4,0.1,124000,1989,1281,A,C,A,CARY,27511.0,1995,8,3
176626,4,0.15,150000,1991,1692,A,D,B,CARY,27511.0,1997,7,3
176630,4,0.16,145000,1994,1555,A,D,I,CARY,27511.0,1994,11,4
176645,4,0.05,120000,1987,1811,C,E,I,CARY,27511.0,1992,5,2
176650,12,0.7,154000,1989,1893,A,E,C,APEX,27539.0,1996,12,4
176651,12,2.04,184500,1993,2426,A,D,C,APEX,27539.0,1993,12,4
176652,12,2.18,179000,1992,2317,A,D,C,APEX,27539.0,1996,12,4
176654,12,0.69,145500,1992,2028,A,D,C,APEX,27539.0,1992,6,2
176656,12,0.74,126000,1992,1581,A,D,A,APEX,27539.0,1992,11,4
176657,19,0.34,92000,1989,1139,A,A,A,WAKE FOREST,27587.0,1995,7,3
176662,19,0.41,87000,1989,900,A,C,A,WAKE FOREST,27587.0,1998,2,1
176663,19,0.35,107000,1990,1638,A,D,C,WAKE FOREST,27587.0,1994,5,2
176666,19,0.58,78000,1989,1040,A,C,A,WAKE FOREST,27587.0,1994,3,1
176672,19,0.36,120000,1992,1950,A,D,C,WAKE FOREST,27587.0,1999,6,2
176676,19,0.35,111000,1989,1432,A,D,C,WAKE FOREST,27587.0,1996,3,1
176683,19,0.58,117000,1990,1192,A,C,B,WAKE FOREST,27587.0,1997,8,3
176684,19,0.35,90000,1990,1638,A,C,C,WAKE FOREST,27587.0,1990,7,3
176691,19,0.48,106000,1989,1308,A,D,B,WAKE FOREST,27587.0,1995,9,3
176698,19,0.34,116000,1989,1310,A,C,B,WAKE FOREST,27587.0,1998,3,1
176703,19,0.38,126000,1989,1428,A,D,C,WAKE FOREST,27587.0,1998,5,2
176704,19,0.41,73000,1989,1040,A,C,A,WAKE FOREST,27587.0,1990,1,1
176718,19,0.39,116000,1990,1773,A,D,C,WAKE FOREST,27587.0,1997,4,2
176737,2,0.25,179500,1994,2332,A,J,I,RALEIGH,27615.0,1996,10,4
