REAL_ESTATE_ID,Township,Deeded_Acreage,Total_sale_Price,Year_Built,HEATED_AREA,DESIGN_STYLE,BATH,Story_Height,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,year,month,Quarter
35,1,0.49,319000,1938,4650,A,F,B,RALEIGH,27608.0,1996,1,1
44,4,0.22,78000,1956,840,A,A,A,CARY,27513.0,1996,4,2
47,4,0.29,98000,1956,1489,A,C,A,CARY,27513.0,1996,7,3
66,1,0.6,83500,1950,1457,A,B,A,RALEIGH,27606.0,1992,1,1
72,1,0.31,71000,1960,975,G,A,A,RALEIGH,27610.0,1999,4,2
82,1,0.37,53500,1960,1009,A,C,A,RALEIGH,27610.0,1994,12,4
115,12,0.35,83500,1951,3010,A,E,I,FUQUAY VARINA,27526.0,1995,6,2
134,17,0.27,119000,1975,1570,A,C,A,RALEIGH,27604.0,1998,8,3
167,17,0.39,87000,1972,1279,A,B,A,RALEIGH,27604.0,1995,8,3
174,17,0.31,84000,1972,1196,A,B,A,RALEIGH,27604.0,1997,9,3
183,11,0.36,157500,1975,2806,A,D,C,RALEIGH,27607.0,1993,7,3
188,11,0.43,199000,1975,2999,A,F,C,RALEIGH,27607.0,1999,6,2
258,1,0.11,120000,1930,1226,A,A,A,RALEIGH,27607.0,1996,5,2
312,1,0.33,325000,1990,3403,A,F,C,RALEIGH,27608.0,1992,6,2
343,12,0.8,106000,1959,1416,A,A,A,WILLOW SPRING,27592.0,1995,6,2
346,19,0.28,87500,1966,1350,G,C,A,ROLESVILLE,27571.0,1998,5,2
374,17,0.54,131000,1972,2148,A,C,A,RALEIGH,27604.0,1993,5,2
377,17,0.31,103000,1972,2136,I,D,A,RALEIGH,27604.0,1994,11,4
387,12,0.7,32000,1975,640,A,A,A,FUQUAY VARINA,27526.0,1991,6,2
454,17,0.56,100000,1961,1637,G,B,A,KNIGHTDALE,27545.0,1997,3,1
468,19,0.4,187000,1931,2936,A,C,C,WAKE FOREST,27587.0,1998,9,3
487,16,0.42,64500,1971,1066,G,C,A,GARNER,27529.0,1990,6,2
498,1,0.55,65500,1956,2864,I,E,A,RALEIGH,27609.0,1995,10,4
501,1,0.41,100000,1995,1263,A,C,A,RALEIGH,27610.0,1995,3,1
502,1,0.5,1000,1963,2144,A,C,A,RALEIGH,27610.0,1995,3,1
528,12,1.43,127000,1994,1824,A,D,C,WILLOW SPRING,27592.0,1994,10,4
552,17,0.39,500,1940,1862,G,A,A,KNIGHTDALE,27545.0,1996,6,2
564,7,0.37,140000,1967,2460,G,C,A,RALEIGH,27612.0,1991,8,3
570,18,0.79,67000,1963,1536,G,B,A,RALEIGH,27603.0,1995,8,3
614,12,0.22,50000,1948,840,A,A,A,FUQUAY VARINA,27526.0,1994,10,4
635,1,0.23,95000,1962,1673,I,B,A,RALEIGH,27610.0,1998,9,3
636,11,0.3,78000,1968,2223,A,C,A,RALEIGH,27607.0,1997,6,2
657,13,0.29,160000,1969,2064,I,D,A,RALEIGH,27615.0,1998,7,3
658,4,0.62,174500,1968,2913,I,F,A,RALEIGH,27607.0,1998,7,3
696,7,0.36,115000,1972,1212,A,C,A,RALEIGH,27609.0,1996,9,3
697,7,0.39,123000,1972,1456,A,C,A,RALEIGH,27609.0,1998,6,2
705,7,0.29,107000,1973,1926,A,B,C,RALEIGH,27609.0,1991,12,4
717,7,0.26,120000,1973,1625,A,C,C,RALEIGH,27609.0,1996,2,1
722,7,0.26,88000,1973,1830,A,C,A,RALEIGH,27609.0,1994,6,2
738,7,0.29,129000,1972,1620,A,B,A,RALEIGH,27609.0,1999,7,3
739,7,0.31,74500,1972,1612,A,C,A,RALEIGH,27609.0,1990,12,4
742,7,0.32,116500,1972,1612,I,C,A,RALEIGH,27609.0,1998,5,2
748,7,0.27,97500,1972,1200,A,C,A,RALEIGH,27609.0,1994,8,3
752,7,0.27,119000,1972,1620,A,C,A,RALEIGH,27609.0,1996,10,4
767,7,0.26,97000,1973,1650,A,C,A,RALEIGH,27609.0,1994,5,2
773,7,0.33,90000,1973,1100,A,C,A,RALEIGH,27609.0,1994,5,2
815,7,0.22,97000,1972,1320,A,B,A,RALEIGH,27615.0,1997,4,2
834,7,0.27,88000,1971,1254,A,B,A,RALEIGH,27615.0,1995,10,4
852,4,0.27,120000,1971,1826,I,B,A,CARY,27511.0,1996,12,4
877,16,0.47,97000,1972,1841,J,E,A,RALEIGH,27603.0,1992,2,1
906,4,0.43,130000,1962,2353,I,F,A,CARY,27511.0,1994,6,2
920,12,0.62,35000,1910,2000,A,C,A,FUQUAY VARINA,27526.0,1992,1,1
925,12,0.17,25000,1930,1232,A,A,A,FUQUAY VARINA,27526.0,1996,4,2
948,12,0.43,52000,1948,1762,A,C,A,FUQUAY VARINA,27526.0,1992,9,3
1032,19,0.47,129000,1966,1662,A,C,A,WAKE FOREST,27587.0,1997,9,3
1033,16,0.79,1500,1942,2591,A,E,A,GARNER,27529.0,1999,4,2
1034,4,0.82,146500,1971,2428,A,C,A,RALEIGH,27607.0,1991,7,3
1035,1,0.88,30500,1951,1128,A,A,A,RALEIGH,27606.0,1999,5,2
1036,1,0.47,346500,1955,2717,A,C,A,RALEIGH,27609.0,1998,10,4
1041,17,0.36,119500,1966,1476,I,D,A,RALEIGH,27604.0,1998,9,3
1042,7,0.42,150000,1970,2408,A,E,C,RALEIGH,27612.0,1990,9,3
1050,1,0.36,92000,1965,1606,A,C,A,RALEIGH,27609.0,1991,11,4
1076,1,0.42,150000,1960,2006,G,C,A,RALEIGH,27609.0,1995,11,4
1116,1,0.94,168000,2018,2983,A,F,A,RALEIGH,27609.0,1999,11,4
1117,16,0.35,105000,1969,1558,G,C,A,GARNER,27529.0,1997,8,3
1153,1,0.25,88500,1968,1390,G,B,A,RALEIGH,27610.0,1999,11,4
1193,1,0.32,157000,1958,2942,A,F,A,RALEIGH,27609.0,1993,7,3
1214,7,0.31,109000,1970,1959,I,D,A,RALEIGH,27609.0,1992,5,2
1229,1,0.34,312000,1946,3508,A,F,C,RALEIGH,27608.0,1991,6,2
1232,1,0.68,540000,1965,4852,A,F,C,RALEIGH,27607.0,1993,3,1
1251,1,0.21,290000,1941,1972,A,C,A,RALEIGH,27608.0,1999,6,2
1251,1,0.21,290000,2006,448,A,A,A,RALEIGH,27608.0,1999,6,2
1258,16,3.23,60000,1981,1114,A,C,C,GARNER,27529.0,1993,8,3
1264,1,0.14,55500,1915,1424,A,C,C,RALEIGH,27601.0,1997,8,3
1270,18,0.5,120000,1960,1544,A,J,A,RALEIGH,27603.0,1996,3,1
1290,1,0.11,144000,1950,2658,A,E,C,RALEIGH,27605.0,1997,12,4
1355,1,0.53,11000,1908,1160,A,A,A,RALEIGH,27603.0,1995,2,1
1361,1,0.22,62000,1950,1326,A,C,A,RALEIGH,27610.0,1993,3,1
1371,17,0.31,94000,1968,2081,J,D,A,RALEIGH,27604.0,1991,6,2
1382,16,0.46,59000,1960,1008,A,A,A,GARNER,27529.0,1991,11,4
1389,17,0.75,107000,1977,1125,A,C,A,RALEIGH,27604.0,1998,6,2
1396,1,0.23,71500,1963,1000,A,A,A,RALEIGH,27610.0,1997,6,2
1406,18,0.3,131000,1969,1986,I,C,A,RALEIGH,27603.0,1998,12,4
1425,1,0.14,62500,1923,2369,A,E,A,RALEIGH,27603.0,1999,7,3
1436,4,0.51,142500,1966,2193,G,C,A,RALEIGH,27607.0,1996,12,4
1446,1,0.49,262000,1962,2103,I,E,A,RALEIGH,27612.0,1995,10,4
1468,16,0.32,117000,1970,1911,J,C,A,GARNER,27529.0,1994,3,1
1498,18,1.1,90000,1967,1492,A,B,A,RALEIGH,27606.0,1993,11,4
1499,16,0.34,108000,1971,1142,G,C,A,GARNER,27529.0,1999,12,4
1572,1,0.25,72500,1957,1413,A,C,A,RALEIGH,27604.0,1992,4,2
1581,17,0.5,105000,1970,1296,A,B,A,RALEIGH,27604.0,1996,7,3
1596,1,0.24,81000,1950,1299,A,B,A,RALEIGH,27607.0,1991,10,4
1600,1,0.46,144000,1958,1592,I,B,A,RALEIGH,27606.0,1999,6,2
1605,16,0.42,116500,1963,2393,I,D,A,RALEIGH,27603.0,1994,5,2
1625,8,2.23,219000,1984,2620,A,F,A,RALEIGH,27613.0,1994,8,3
1634,1,0.4,350000,1959,2346,A,C,A,RALEIGH,27609.0,1998,6,2
1641,1,0.17,17000,1930,832,A,A,A,RALEIGH,27610.0,1996,3,1
1650,1,0.1,44500,1935,1060,A,A,A,RALEIGH,27601.0,1995,10,4
1675,1,0.1,10000,1959,840,A,A,A,RALEIGH,27610.0,1993,3,1
1683,1,0.33,39500,1935,1144,A,A,A,RALEIGH,27601.0,1998,11,4
1684,16,0.31,75000,1969,1092,A,B,A,RALEIGH,27610.0,1997,2,1
1690,18,0.27,27500,1960,1002,G,A,A,RALEIGH,27603.0,1992,8,3
1725,1,0.2,46500,1950,1676,A,D,A,RALEIGH,27604.0,1992,10,4
1783,7,1.08,210000,1964,2682,A,E,A,RALEIGH,27615.0,1993,4,2
1814,1,0.2,228000,1940,3002,A,F,A,RALEIGH,27607.0,1999,11,4
1829,1,0.55,142500,1969,2684,A,E,C,RALEIGH,27609.0,1994,7,3
1838,17,0.25,100000,1963,1665,I,C,A,RALEIGH,27604.0,1999,12,4
1848,1,0.53,174000,1961,3116,A,F,C,RALEIGH,27609.0,1995,11,4
1903,7,0.28,117500,1971,1632,A,C,A,RALEIGH,27609.0,1997,4,2
1915,1,0.34,145500,1961,2047,I,D,A,RALEIGH,27609.0,1995,6,2
1928,1,0.22,64500,1959,1075,G,A,A,RALEIGH,27610.0,1993,2,1
1932,4,0.75,379000,1986,3228,A,J,C,CARY,27511.0,1994,6,2
1974,17,0.35,90000,1961,1196,A,C,A,RALEIGH,27604.0,1996,6,2
1990,1,0.33,116000,1962,1331,A,C,A,RALEIGH,27609.0,1996,6,2
2011,1,0.69,337000,1976,4693,A,F,C,RALEIGH,27612.0,1997,11,4
2015,1,0.29,118500,1968,2048,A,C,A,RALEIGH,27609.0,1994,8,3
2038,1,1.73,675000,1960,11072,A,F,B,RALEIGH,27609.0,1994,1,1
2043,7,0.28,170000,1965,2413,A,E,A,RALEIGH,27612.0,1999,4,2
2074,13,0.49,157500,1993,2412,A,C,A,RALEIGH,27615.0,1993,8,3
2095,13,0.33,154000,1967,2346,I,D,A,RALEIGH,27609.0,1996,9,3
2112,11,0.03,105000,1969,1296,C,J,C,RALEIGH,27607.0,1996,5,2
2124,1,0.68,407000,1939,4066,A,F,I,RALEIGH,27608.0,1996,5,2
2140,1,0.31,353000,1925,2540,A,D,L,RALEIGH,27608.0,1997,9,3
2150,1,0.46,114000,1960,1400,G,C,A,RALEIGH,27606.0,1995,11,4
2160,13,0.45,151000,1971,2325,I,D,A,RALEIGH,27615.0,1998,2,1
2165,1,0.4,126000,2021,5671,A,F,J,RALEIGH,27609.0,1996,4,2
2188,1,0.08,102500,1935,1003,A,A,A,RALEIGH,27603.0,1996,1,1
2202,1,0.11,45000,1942,1258,A,C,A,RALEIGH,27603.0,1990,12,4
2203,1,0.12,45000,1942,960,A,A,A,RALEIGH,27603.0,1990,12,4
2251,6,0.17,86500,1998,1096,A,C,A,HOLLY SPRINGS,27540.0,1998,9,3
2268,18,0.31,31000,1967,1236,I,A,A,RALEIGH,27603.0,1990,8,3
2286,1,0.21,75000,1950,720,A,A,A,RALEIGH,27604.0,1996,7,3
2288,1,0.27,83000,1966,1581,A,C,A,RALEIGH,27609.0,1990,3,1
2310,1,0.32,210000,1930,2210,A,D,C,RALEIGH,27608.0,1992,11,4
2316,1,0.48,92000,1960,3293,A,F,I,RALEIGH,27606.0,1992,6,2
2320,1,0.3,125000,1960,3161,A,E,B,RALEIGH,27609.0,1993,9,3
2353,20,0.28,98000,1958,1183,A,A,A,APEX,27502.0,1997,11,4
2377,11,0.44,150000,1993,2448,A,C,A,RALEIGH,27612.0,1993,9,3
2397,1,0.31,123500,1954,1813,A,D,A,RALEIGH,27608.0,1991,5,2
2408,19,0.67,151000,1971,2437,I,C,A,ROLESVILLE,27571.0,1999,4,2
2411,1,0.37,138000,2009,2412,A,F,B,RALEIGH,27607.0,1991,9,3
2436,4,0.44,128500,1961,2542,A,C,A,CARY,27511.0,1995,1,1
2445,12,0.67,136000,1986,3012,A,F,C,FUQUAY VARINA,27526.0,1992,6,2
2452,1,0.08,110000,1901,2321,A,J,C,RALEIGH,27601.0,1994,3,1
2453,1,0.22,54000,1956,837,A,A,A,RALEIGH,27610.0,1994,12,4
2472,1,0.53,74000,1958,1568,A,A,A,RALEIGH,27606.0,1991,8,3
2475,18,1.7,45000,1905,1412,A,A,A,APEX,27539.0,1994,7,3
2479,18,0.46,100000,1996,1278,A,C,A,RALEIGH,27603.0,1996,6,2
2491,1,0.46,171500,2015,3729,A,F,I,RALEIGH,27608.0,1997,11,4
2513,1,0.19,112500,1896,2256,A,C,A,RALEIGH,27601.0,1992,9,3
2520,1,0.21,14500,1957,1144,G,A,A,RALEIGH,27610.0,1996,2,1
2562,16,1.13,35000,1956,1240,A,B,A,GARNER,27529.0,1996,1,1
2582,17,0.21,91000,1961,1535,I,B,A,RALEIGH,27604.0,1994,7,3
2602,6,1.0,65500,1962,912,A,A,A,FUQUAY VARINA,27526.0,1999,10,4
2602,6,1.0,65500,1976,1514,A,A,A,FUQUAY VARINA,27526.0,1999,10,4
2637,1,0.44,245000,1957,1641,A,C,A,RALEIGH,27607.0,1999,11,4
2654,12,0.39,80500,1952,1598,A,A,A,FUQUAY VARINA,27526.0,1994,3,1
2662,1,0.73,45000,1962,1701,A,B,A,RALEIGH,27610.0,1997,4,2
2672,13,0.4,158000,1973,1636,A,C,B,RALEIGH,27609.0,1999,5,2
2677,7,0.29,85000,1974,1590,G,C,A,RALEIGH,27609.0,1990,11,4
2679,7,0.27,161000,1972,2264,J,D,A,RALEIGH,27609.0,1999,2,1
2683,7,0.22,102500,1973,1470,G,C,A,RALEIGH,27609.0,1992,3,1
2684,7,0.24,109000,1972,2218,J,C,A,RALEIGH,27609.0,1992,4,2
2689,17,0.53,107000,1959,1316,A,C,A,RALEIGH,27604.0,1998,1,1
2702,13,0.26,79000,1971,1222,A,B,A,RALEIGH,27604.0,1995,11,4
2735,17,0.37,78000,1960,1800,I,B,A,RALEIGH,27604.0,1992,10,4
2777,1,0.13,445000,1877,1976,A,F,A,RALEIGH,27604.0,1998,8,3
2779,1,0.92,257500,1938,3634,A,F,C,RALEIGH,27608.0,1995,6,2
2787,1,1.11,89000,1953,1672,A,A,A,RALEIGH,27610.0,1997,10,4
2820,4,0.47,125000,1968,2054,I,E,A,CARY,27511.0,1992,8,3
2866,4,0.3,99000,1971,1708,I,D,A,CARY,27513.0,1990,9,3
2870,17,0.24,83000,1960,1400,G,B,A,RALEIGH,27604.0,1993,11,4
2887,13,0.77,83000,1959,1510,G,A,A,RALEIGH,27609.0,1990,10,4
2897,1,0.26,55000,1960,1040,A,A,A,RALEIGH,27610.0,1993,12,4
2935,1,0.31,92000,1957,1631,A,C,A,RALEIGH,27608.0,1990,7,3
2949,1,0.46,325000,1962,2408,A,C,A,RALEIGH,27612.0,1999,4,2
2957,1,0.22,158500,1946,1858,A,D,I,RALEIGH,27607.0,1997,9,3
2962,1,0.43,251000,1952,2190,G,C,A,RALEIGH,27605.0,1999,11,4
2963,8,0.68,163000,1965,2079,G,C,A,RALEIGH,27613.0,1999,8,3
2978,1,0.73,1025000,1961,6216,A,F,C,RALEIGH,27609.0,1999,4,2
2993,1,0.22,46000,1950,884,A,A,A,RALEIGH,27604.0,1991,10,4
2994,1,0.2,169000,1937,2534,A,D,C,RALEIGH,27608.0,1996,1,1
2996,1,0.25,225000,1935,1964,A,C,A,RALEIGH,27608.0,1994,1,1
3010,1,0.19,75500,1925,1195,A,A,A,RALEIGH,27604.0,1994,1,1
3019,1,0.42,110000,1945,1048,A,A,A,RALEIGH,27608.0,1991,8,3
3030,1,0.32,113000,1955,2041,A,D,A,RALEIGH,27607.0,1991,5,2
3045,1,0.17,88000,1951,1092,A,A,A,RALEIGH,27604.0,1995,9,3
3066,1,0.3,160000,1969,2050,I,D,A,RALEIGH,27609.0,1995,3,1
3067,20,0.56,85000,1915,1674,A,C,A,APEX,27502.0,1994,3,1
3073,14,0.43,80000,1950,1132,A,A,A,WAKE FOREST,27587.0,1999,8,3
3094,1,0.36,162500,1964,2054,I,E,A,RALEIGH,27609.0,1998,2,1
3100,1,0.53,123500,1959,1679,J,C,A,RALEIGH,27609.0,1999,3,1
3181,1,1.46,500000,1956,5565,A,F,A,RALEIGH,27608.0,1992,5,2
3193,17,0.37,117000,1968,1924,J,D,A,RALEIGH,27604.0,1995,7,3
3207,1,0.56,109000,1983,1531,A,C,A,RALEIGH,27604.0,1995,6,2
3230,16,0.46,98000,1967,1595,G,B,A,GARNER,27529.0,1999,2,1
3232,1,0.23,143000,1922,4256,A,E,C,RALEIGH,27604.0,1996,11,4
3261,1,0.46,84000,1963,1350,A,B,A,RALEIGH,27610.0,1996,3,1
3262,4,0.46,144000,1970,2404,I,D,A,CARY,27511.0,1997,11,4
3296,1,0.44,123000,2000,2939,A,E,C,RALEIGH,27608.0,1992,1,1
3306,13,1.22,125000,1957,1808,G,B,A,RALEIGH,27615.0,1998,6,2
3326,1,0.41,76000,1960,1176,A,B,A,RALEIGH,27606.0,1992,4,2
3340,18,0.48,55000,1955,1456,A,B,A,RALEIGH,27603.0,1999,10,4
3352,1,0.23,120500,1928,2295,A,E,A,RALEIGH,27606.0,1997,1,1
3399,17,0.55,73500,1956,2207,A,C,A,RALEIGH,27604.0,1993,5,2
3400,1,0.26,38000,1919,2172,A,C,A,RALEIGH,27603.0,1993,7,3
3461,12,0.26,72000,1960,1264,A,A,A,FUQUAY VARINA,27526.0,1997,8,3
3494,18,0.47,84500,1968,1269,A,A,A,RALEIGH,27603.0,1996,12,4
3495,18,0.45,65000,1968,1215,A,A,A,RALEIGH,27603.0,1993,6,2
3497,18,0.46,74000,1968,1210,A,A,A,RALEIGH,27603.0,1993,12,4
3501,1,0.24,237000,1938,2675,A,E,C,RALEIGH,27608.0,1991,5,2
3508,1,0.4,39000,1949,1516,A,C,A,RALEIGH,27610.0,1990,6,2
3523,7,0.68,249000,1953,3359,A,E,A,RALEIGH,27612.0,1999,3,1
3525,1,0.21,189500,1925,1857,A,C,B,RALEIGH,27603.0,1999,2,1
3572,1,0.22,62500,1946,960,A,A,A,RALEIGH,27604.0,1991,6,2
3584,1,0.47,180000,1973,2161,A,C,A,RALEIGH,27607.0,1993,6,2
3591,1,0.24,80000,1950,1040,A,A,A,RALEIGH,27603.0,1999,11,4
3661,15,0.9,85000,1979,1107,A,A,A,RALEIGH,27603.0,1998,9,3
3677,1,0.48,102000,2008,2974,A,D,C,RALEIGH,27609.0,1996,2,1
3691,16,0.47,48000,1959,1420,A,A,A,GARNER,27529.0,1997,5,2
3698,1,0.34,88000,1964,2499,I,D,A,RALEIGH,27612.0,1990,7,3
3707,16,0.47,63000,1955,1560,A,C,A,GARNER,27529.0,1992,12,4
3712,1,0.26,55000,1953,795,A,A,A,RALEIGH,27610.0,1997,7,3
3715,16,0.51,55000,1955,952,A,A,A,RALEIGH,27610.0,1995,8,3
3721,1,0.25,308000,1929,3614,A,E,C,RALEIGH,27608.0,1994,2,1
3732,1,0.06,27000,1930,585,A,A,A,RALEIGH,27601.0,1997,11,4
3735,1,0.15,162000,1908,2099,A,C,C,RALEIGH,27603.0,1995,11,4
3744,12,1.64,138000,1994,1456,A,C,A,HOLLY SPRINGS,27540.0,1997,10,4
3746,4,0.27,105000,1960,990,G,B,A,CARY,27513.0,1999,9,3
3785,1,0.34,131000,2016,4024,A,F,C,RALEIGH,27609.0,1998,7,3
3794,1,0.34,102000,1961,1632,A,B,C,RALEIGH,27609.0,1993,6,2
3795,18,0.72,180000,1994,2279,A,D,I,RALEIGH,27606.0,1994,6,2
3807,13,0.26,168000,1972,2425,A,D,C,RALEIGH,27609.0,1997,7,3
3809,1,0.34,63500,1960,1171,A,B,A,RALEIGH,27610.0,1996,3,1
3811,4,0.43,130000,1953,2370,A,C,A,CARY,27511.0,1996,8,3
3840,1,0.15,62000,1940,1426,A,B,A,RALEIGH,27610.0,1999,11,4
3865,4,0.41,117000,1947,1679,A,C,A,CARY,27511.0,1995,3,1
3871,16,0.4,93000,1970,1278,A,B,A,RALEIGH,27603.0,1998,7,3
3948,17,0.47,88000,1960,1050,A,A,A,RALEIGH,27604.0,1997,10,4
3950,17,2.67,343000,1967,4292,A,J,C,RALEIGH,27604.0,1993,9,3
4008,18,1.76,80000,1948,1145,A,A,A,RALEIGH,27603.0,1997,5,2
4012,1,0.29,212000,1941,1897,A,E,A,RALEIGH,27608.0,1996,4,2
4056,17,0.76,146500,1968,2884,G,E,A,KNIGHTDALE,27545.0,1997,7,3
4060,12,0.27,60000,1966,1008,G,A,A,FUQUAY VARINA,27526.0,1996,9,3
4092,1,0.25,89000,1955,1364,A,C,A,RALEIGH,27610.0,1999,10,4
4099,13,0.92,74000,1963,1377,A,A,A,RALEIGH,27616.0,1998,5,2
4125,1,0.45,165000,1960,1598,A,C,A,RALEIGH,27609.0,1999,4,2
4126,19,0.43,75000,1950,2340,A,D,A,WAKE FOREST,27587.0,1993,12,4
4131,16,4.15,90000,1979,1876,A,B,A,GARNER,27529.0,1992,12,4
4137,7,0.26,121500,1969,1885,I,D,A,RALEIGH,27609.0,1997,5,2
4145,17,5.26,92500,1950,965,A,A,A,RALEIGH,27616.0,1997,6,2
4169,16,0.59,53000,1980,1010,A,J,A,GARNER,27529.0,1991,7,3
4185,17,0.42,87000,1970,1568,I,J,A,RALEIGH,27604.0,1990,6,2
4208,18,1.2,165500,1972,3152,A,E,A,RALEIGH,27603.0,1995,8,3
4222,1,0.79,82000,1954,2211,A,B,A,RALEIGH,27610.0,1994,8,3
4240,8,0.62,117000,1986,1490,A,C,C,RALEIGH,27613.0,1995,10,4
4245,17,0.25,105000,1965,1773,I,C,A,RALEIGH,27604.0,1998,7,3
4251,1,0.31,187000,1924,2167,A,C,A,RALEIGH,27608.0,1998,7,3
4287,10,0.22,55000,1945,896,A,A,A,WENDELL,27591.0,1999,2,1
4335,1,0.43,222000,1961,2706,A,D,A,RALEIGH,27607.0,1999,9,3
4341,7,0.31,150000,1972,2000,I,D,A,RALEIGH,27615.0,1997,7,3
4353,4,0.33,126000,1970,1647,I,D,A,CARY,27511.0,1995,9,3
4363,6,0.3,53500,1954,1160,A,C,A,HOLLY SPRINGS,27540.0,1998,6,2
4381,1,0.19,71000,1957,1510,A,A,A,RALEIGH,27608.0,1991,6,2
4415,20,0.27,104500,1971,1537,A,C,A,APEX,27502.0,1996,6,2
4419,1,0.22,88000,1949,975,A,A,A,RALEIGH,27604.0,1998,12,4
4420,17,0.27,67000,1960,1000,A,A,A,RALEIGH,27609.0,1994,5,2
4421,16,0.47,72500,1962,1392,G,C,A,RALEIGH,27603.0,1991,6,2
4432,16,0.32,110000,1970,1484,G,C,A,GARNER,27529.0,1995,12,4
4440,1,0.18,108000,1928,1837,A,C,B,RALEIGH,27607.0,1990,10,4
4455,1,0.44,65000,1956,1680,A,C,A,RALEIGH,27610.0,1998,2,1
4456,13,0.23,103000,1970,1502,I,C,A,RALEIGH,27604.0,1997,4,2
4474,7,2.28,158000,1961,2763,G,D,A,RALEIGH,27612.0,1990,4,2
4487,1,0.37,315000,1964,3319,A,E,A,RALEIGH,27612.0,1998,12,4
4522,17,0.25,86000,1965,1662,A,B,A,RALEIGH,27604.0,1993,12,4
4534,1,0.49,415000,1955,4195,A,F,C,RALEIGH,27609.0,1995,1,1
4543,1,0.43,136000,1957,1874,I,C,A,RALEIGH,27609.0,1992,9,3
4545,1,0.32,122500,1942,1673,A,C,A,RALEIGH,27608.0,1993,6,2
4551,1,0.64,82500,2018,3904,A,D,A,RALEIGH,27609.0,1996,3,1
4560,19,8.4,171000,1961,2001,A,C,A,WAKE FOREST,27587.0,1995,12,4
4585,1,0.45,180000,1957,3999,A,F,I,RALEIGH,27607.0,1992,6,2
4586,1,0.33,127000,1964,1489,A,B,A,RALEIGH,27609.0,1993,11,4
4638,2,1.53,160000,1976,2679,J,C,A,RALEIGH,27615.0,1994,9,3
4666,1,0.52,484000,1972,3831,A,E,C,RALEIGH,27609.0,1995,3,1
4673,1,0.26,111500,1950,2174,A,E,A,RALEIGH,27604.0,1994,5,2
4688,8,4.39,132500,1971,1359,A,A,A,RALEIGH,27613.0,1994,7,3
4692,17,0.27,77500,1964,1196,A,B,A,RALEIGH,27604.0,1993,4,2
4704,17,0.54,75000,1959,1038,A,A,A,RALEIGH,27604.0,1994,6,2
4707,1,0.28,88000,1957,1366,A,C,A,RALEIGH,27604.0,1995,12,4
4708,1,0.36,128000,1958,2548,A,C,A,RALEIGH,27607.0,1992,4,2
4711,1,0.3,95000,1954,1553,A,B,A,RALEIGH,27608.0,1993,7,3
4787,13,1.26,139000,1971,1966,I,C,A,RALEIGH,27615.0,1998,12,4
4789,13,0.5,129500,1983,2334,G,E,A,RALEIGH,27615.0,1994,10,4
4795,1,0.51,103500,2021,5300,A,F,K,RALEIGH,27609.0,1991,9,3
4815,7,0.8,96000,2022,3828,K,D,C,RALEIGH,27609.0,1990,8,3
4819,13,0.66,167000,1961,1746,G,D,A,RALEIGH,27615.0,1999,8,3
4843,17,0.27,125500,1963,1894,I,D,A,RALEIGH,27604.0,1997,12,4
4866,1,0.19,325500,1984,2257,A,E,K,RALEIGH,27608.0,1998,6,2
4869,1,0.17,75500,1930,1161,A,A,A,RALEIGH,27604.0,1994,2,1
4888,1,0.12,66000,1920,1688,A,C,A,RALEIGH,27604.0,1998,9,3
4917,1,0.18,36000,1935,877,A,A,A,RALEIGH,27610.0,1993,11,4
4934,1,0.44,500000,1912,3957,A,E,C,RALEIGH,27605.0,1999,8,3
4947,1,0.28,319000,1941,3036,A,F,C,RALEIGH,27607.0,1999,8,3
4957,13,0.87,190000,1961,2532,A,D,A,RALEIGH,27615.0,1997,12,4
5027,16,0.25,75000,1981,2044,J,C,A,RALEIGH,27610.0,1991,10,4
5033,1,0.17,115000,1920,1238,A,A,A,RALEIGH,27603.0,1998,7,3
5036,1,0.23,68500,1956,1012,A,A,A,RALEIGH,27610.0,1998,6,2
5043,12,2.65,122000,1946,1552,A,C,A,FUQUAY VARINA,27526.0,1993,8,3
5073,17,0.33,117500,1966,1392,A,C,A,RALEIGH,27604.0,1999,1,1
5119,1,0.54,129000,1956,1350,A,B,A,RALEIGH,27610.0,1999,10,4
5134,1,0.28,269000,1947,2339,A,E,A,RALEIGH,27608.0,1999,12,4
5156,1,0.23,128000,1941,896,A,A,A,RALEIGH,27608.0,1996,2,1
5161,1,0.4,410000,1972,4037,A,F,C,RALEIGH,27612.0,1997,9,3
5168,7,0.65,105500,1971,1922,I,D,A,RALEIGH,27615.0,1990,6,2
5182,7,1.24,160000,1964,2992,K,J,A,RALEIGH,27609.0,1990,1,1
5189,20,1.68,185000,1953,3208,I,D,A,APEX,27523.0,1999,4,2
5198,1,0.24,86000,1944,830,A,C,A,RALEIGH,27608.0,1994,9,3
5201,1,0.45,235000,1953,3454,A,E,C,RALEIGH,27608.0,1997,3,1
5204,11,0.44,67500,1961,1050,A,A,A,RALEIGH,27606.0,1994,6,2
5208,1,0.17,76000,1981,1102,A,C,A,RALEIGH,27604.0,1993,10,4
5210,1,0.35,98000,1965,1542,A,C,A,RALEIGH,27606.0,1993,11,4
5229,1,0.08,44000,1909,1160,A,A,A,RALEIGH,27601.0,1999,4,2
5234,17,0.56,105000,1981,1800,A,C,C,RALEIGH,27604.0,1992,6,2
5238,13,0.28,98000,1972,1743,I,D,A,RALEIGH,27604.0,1994,6,2
