Township,Deeded_Acreage,Total_sale_Price,Year_Built,HEATED_AREA,DESIGN_STYLE,BATH,Story_Height,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,year,month,Quarter
1,0.28,203500,1962,1657,J,C,A,RALEIGH,27609.0,2009,12,4
1,0.93,800000,1941,3202,A,D,C,RALEIGH,27608.0,2005,6,2
1,0.18,305000,1928,1919,A,C,A,RALEIGH,27607.0,2006,5,2
1,0.45,281000,1957,1740,A,C,A,RALEIGH,27609.0,2009,11,4
7,0.91,180000,1975,2072,G,C,A,RALEIGH,27612.0,2000,9,3
7,0.42,152500,1976,1559,G,C,A,RALEIGH,27612.0,2005,11,4
7,0.51,220000,1976,1747,G,C,A,RALEIGH,27612.0,2002,9,3
7,0.28,150000,1975,1872,I,D,A,RALEIGH,27612.0,2005,6,2
7,0.35,257000,1996,2416,A,D,B,RALEIGH,27612.0,2000,2,1
1,0.17,375000,1941,2389,A,E,B,RALEIGH,27608.0,2009,4,2
7,0.52,157000,1955,1620,G,C,A,RALEIGH,27609.0,2001,1,1
4,0.45,178000,1965,2416,I,D,A,CARY,27511.0,2004,7,3
1,0.33,156000,1967,1571,A,B,A,RALEIGH,27609.0,2000,3,1
4,0.27,155500,1971,2116,I,F,A,CARY,27513.0,2002,9,3
11,0.19,193500,1947,2047,A,D,A,RALEIGH,27606.0,2007,9,3
1,0.34,160000,1923,1868,A,C,B,RALEIGH,27608.0,2001,4,2
7,0.28,183500,1972,1600,A,C,C,RALEIGH,27609.0,2009,8,3
1,0.42,224000,1961,2616,G,E,A,RALEIGH,27609.0,2001,4,2
1,0.18,330000,1925,1680,A,B,C,RALEIGH,27608.0,2003,7,3
19,0.5,80000,1960,1042,A,A,A,WAKE FOREST,27587.0,2005,12,4
1,0.49,257000,1958,3628,A,F,I,RALEIGH,27607.0,2004,6,2
16,0.49,98000,1965,1056,A,B,A,RALEIGH,27610.0,2007,8,3
4,0.28,225000,1971,2522,J,E,A,CARY,27511.0,2009,9,3
6,0.46,71000,1997,1036,A,C,A,APEX,27539.0,2004,10,4
1,0.43,250000,1962,2406,A,E,A,RALEIGH,27609.0,2005,8,3
1,0.34,279000,1949,3076,A,F,I,RALEIGH,27609.0,2000,3,1
4,0.36,77000,2021,2835,A,E,C,CARY,27513.0,2004,12,4
20,0.6,110000,1961,2272,A,E,A,APEX,27523.0,2003,7,3
1,0.47,226000,1960,1803,I,B,A,RALEIGH,27606.0,2009,7,3
7,0.25,168000,1968,1324,G,B,A,RALEIGH,27609.0,2007,8,3
4,0.31,115000,1959,1352,G,B,A,CARY,27511.0,2009,5,2
14,1.0,53500,2007,2160,A,D,A,WAKE FOREST,27587.0,2006,8,3
14,0.95,20000,1948,1152,A,A,A,WAKE FOREST,27587.0,2005,10,4
13,0.62,190000,1961,1596,A,C,A,RALEIGH,27609.0,2008,1,1
7,0.13,90000,1940,1087,A,C,A,RALEIGH,27612.0,2008,6,2
1,0.27,297000,1960,1620,A,C,A,RALEIGH,27612.0,2004,3,1
7,0.42,275000,1972,3471,A,E,C,RALEIGH,27612.0,2002,4,2
1,0.1,362500,1923,1794,A,E,C,RALEIGH,27608.0,2003,7,3
1,0.12,32500,2017,1858,A,D,C,RALEIGH,27603.0,2004,10,4
4,0.43,272000,1964,2855,I,E,A,CARY,27511.0,2008,7,3
17,0.45,162500,1965,2195,G,D,A,RALEIGH,27604.0,2000,10,4
20,1.02,291000,1957,3409,I,C,A,APEX,27523.0,2007,11,4
16,0.34,87500,1955,1324,G,B,A,GARNER,27529.0,2006,11,4
1,0.32,212500,1958,1641,G,C,A,RALEIGH,27604.0,2009,8,3
7,0.35,205000,1962,2317,I,E,A,RALEIGH,27612.0,2002,11,4
1,0.28,84000,1960,1092,A,A,A,RALEIGH,27610.0,2005,12,4
1,0.21,93500,1922,1274,A,A,A,RALEIGH,27603.0,2009,10,4
16,0.3,117000,1965,1462,G,B,A,GARNER,27529.0,2002,10,4
4,0.31,134000,1956,1628,A,A,A,CARY,27513.0,2007,11,4
1,0.48,360000,1965,2680,A,E,A,RALEIGH,27607.0,2007,12,4
20,0.86,158000,1971,2160,I,E,A,APEX,27502.0,2004,9,3
10,0.26,117000,1955,1396,A,A,A,WENDELL,27591.0,2006,4,2
1,0.28,107000,1960,1340,A,B,A,RALEIGH,27610.0,2005,7,3
1,0.2,110000,1968,1600,A,B,C,RALEIGH,27610.0,2003,6,2
1,0.25,349000,1952,1352,A,B,A,RALEIGH,27605.0,2009,7,3
16,0.45,140000,1964,2099,A,C,A,RALEIGH,27603.0,2003,7,3
1,0.44,96500,1956,1372,A,A,A,RALEIGH,27610.0,2005,11,4
10,0.37,123000,1915,2105,A,C,A,WENDELL,27591.0,2008,11,4
4,0.25,135000,1962,1304,G,B,A,CARY,27513.0,2007,1,1
1,0.34,275000,1956,1402,A,B,A,RALEIGH,27607.0,2006,3,1
2,1.24,292000,1979,2762,A,C,C,RALEIGH,27615.0,2008,12,4
7,0.23,169500,1969,2220,A,D,C,RALEIGH,27609.0,2005,8,3
1,0.96,204000,1960,1999,I,E,A,RALEIGH,27609.0,2004,12,4
1,0.25,72000,1955,1692,A,C,A,RALEIGH,27607.0,2009,12,4
1,0.27,221000,1962,1863,I,F,A,RALEIGH,27609.0,2009,4,2
16,0.55,71500,1959,1040,A,A,A,GARNER,27529.0,2001,6,2
4,0.45,162500,1965,1969,A,D,C,RALEIGH,27607.0,2001,3,1
7,0.45,257000,1985,2069,A,D,I,RALEIGH,27612.0,2000,8,3
1,0.23,230000,1947,2131,A,C,I,RALEIGH,27608.0,2002,9,3
11,0.42,267500,1967,2639,J,E,A,RALEIGH,27607.0,2003,8,3
1,0.33,435000,1950,2283,A,E,A,RALEIGH,27605.0,2009,11,4
1,0.55,114500,1961,1466,A,B,A,RALEIGH,27610.0,2001,6,2
1,0.26,130000,1958,1080,G,A,A,RALEIGH,27604.0,2005,8,3
12,0.72,153500,1913,1924,A,C,C,FUQUAY VARINA,27526.0,2004,3,1
7,0.33,275000,1971,2770,I,D,A,RALEIGH,27612.0,2007,8,3
17,0.75,112000,1958,1282,A,B,A,RALEIGH,27604.0,2004,9,3
1,0.2,220000,1926,1746,A,C,A,RALEIGH,27608.0,2001,3,1
1,0.64,183000,1952,1941,A,E,A,RALEIGH,27610.0,2005,4,2
4,0.49,145000,1962,1514,G,C,A,CARY,27511.0,2001,11,4
9,0.35,64680,1956,1644,A,B,A,ZEBULON,27597.0,2006,1,1
8,1.13,190000,1969,1709,A,C,A,RALEIGH,27613.0,2000,6,2
4,0.39,212500,1968,2067,I,B,A,CARY,27511.0,2006,7,3
4,0.33,344000,1953,2372,G,E,A,CARY,27511.0,2008,10,4
13,0.31,270500,1968,2133,I,D,A,RALEIGH,27609.0,2009,1,1
1,0.4,391000,1947,2731,A,F,I,RALEIGH,27608.0,2008,10,4
1,0.26,114000,1963,1495,G,B,A,RALEIGH,27610.0,2001,2,1
7,0.47,227500,1969,2501,A,D,C,RALEIGH,27609.0,2001,5,2
11,0.58,272000,1971,2464,J,E,A,RALEIGH,27607.0,2007,6,2
7,0.63,376000,1962,2964,I,E,A,RALEIGH,27612.0,2008,10,4
1,0.45,345000,1960,3153,G,C,A,RALEIGH,27609.0,2007,12,4
16,0.74,120000,1956,2263,A,C,A,GARNER,27529.0,2004,11,4
7,0.56,154000,1959,1829,G,B,A,RALEIGH,27615.0,2004,11,4
1,0.56,132000,1940,1252,A,A,A,RALEIGH,27606.0,2003,3,1
10,0.43,175000,1960,2226,G,C,A,WENDELL,27591.0,2003,3,1
16,0.21,67000,1963,1554,A,A,A,RALEIGH,27610.0,2007,12,4
1,0.19,330000,1942,2049,A,C,C,RALEIGH,27607.0,2005,10,4
16,0.3,119500,1954,1495,A,B,A,GARNER,27529.0,2007,6,2
1,0.52,188500,1952,1601,A,A,A,RALEIGH,27606.0,2001,6,2
1,0.18,100000,1953,1368,A,C,A,RALEIGH,27603.0,2005,8,3
1,0.36,540000,1952,3000,A,F,A,RALEIGH,27608.0,2005,7,3
16,0.37,95000,1964,1498,I,B,A,GARNER,27529.0,2001,11,4
7,0.32,210000,1963,2289,A,C,A,RALEIGH,27612.0,2008,6,2
1,0.53,180000,1968,2033,A,D,I,RALEIGH,27606.0,2003,6,2
1,0.17,170000,1912,1702,A,C,A,RALEIGH,27607.0,2001,5,2
7,0.5,229000,1968,2394,I,J,A,RALEIGH,27612.0,2003,7,3
1,0.56,350000,1956,3974,A,F,A,RALEIGH,27607.0,2009,5,2
4,0.58,245000,1965,2360,A,D,C,CARY,27511.0,2006,2,1
20,0.51,155000,1971,2202,I,C,A,APEX,27502.0,2003,8,3
7,0.38,203000,1965,2291,I,D,A,RALEIGH,27612.0,2003,11,4
1,0.37,406500,1968,1908,A,C,A,RALEIGH,27609.0,2007,10,4
16,0.31,112000,1953,1144,A,A,A,GARNER,27529.0,2007,9,3
7,0.21,83000,1972,1088,A,B,A,RALEIGH,27615.0,2005,4,2
1,0.46,562500,1950,2808,A,E,K,RALEIGH,27607.0,2006,11,4
1,0.59,250000,1952,1481,A,C,A,RALEIGH,27607.0,2005,5,2
1,0.46,729500,1920,4370,A,F,C,RALEIGH,27608.0,2002,5,2
17,0.27,120000,1962,1196,A,C,A,RALEIGH,27604.0,2008,9,3
4,0.41,165000,1960,1833,G,D,A,CARY,27511.0,2000,4,2
1,0.13,175000,1950,1107,A,A,A,RALEIGH,27603.0,2008,8,3
7,0.74,200000,1958,2566,G,F,A,RALEIGH,27612.0,2003,8,3
1,0.09,85000,1935,1226,A,A,A,RALEIGH,27601.0,2007,9,3
7,0.47,198500,1979,2457,G,E,A,RALEIGH,27615.0,2000,4,2
18,0.34,128000,1959,1431,A,A,A,RALEIGH,27603.0,2006,2,1
7,0.42,183000,1969,2307,I,D,A,RALEIGH,27615.0,2003,8,3
1,0.33,325000,1870,2539,A,B,C,RALEIGH,27604.0,2008,9,3
13,0.27,130500,1970,1473,A,C,A,RALEIGH,27604.0,2002,1,1
1,0.41,176000,1965,1641,I,D,A,RALEIGH,27609.0,2005,8,3
4,0.64,190000,1972,1932,I,D,A,RALEIGH,27607.0,2002,1,1
4,0.71,378000,1972,3045,I,E,A,CARY,27511.0,2003,7,3
4,0.66,410000,1972,3691,A,J,A,CARY,27511.0,2003,12,4
16,0.34,118500,1971,1492,A,A,A,GARNER,27529.0,2001,8,3
16,0.4,130500,1971,1716,A,C,A,GARNER,27529.0,2003,1,1
16,0.35,175000,1972,1522,A,D,A,GARNER,27529.0,2007,11,4
16,0.3,104000,1972,1128,A,C,A,GARNER,27529.0,2006,6,2
1,0.36,219000,1973,2212,I,D,A,RALEIGH,27606.0,2005,6,2
1,0.54,276500,1972,2670,I,E,A,RALEIGH,27606.0,2007,11,4
15,0.58,130000,2002,1578,A,C,A,RALEIGH,27603.0,2004,9,3
4,0.34,142000,1958,1604,G,C,A,CARY,27511.0,2003,10,4
1,0.26,114000,1950,1152,A,A,A,RALEIGH,27604.0,2001,1,1
1,0.17,83000,1925,1992,A,A,B,RALEIGH,27601.0,2002,7,3
8,0.48,187500,1985,1456,A,C,A,RALEIGH,27613.0,2007,5,2
1,0.55,416000,1971,2689,A,C,A,RALEIGH,27612.0,2003,5,2
1,0.28,158000,1958,1256,G,A,A,RALEIGH,27604.0,2009,11,4
7,0.35,196000,1966,2789,I,D,A,RALEIGH,27612.0,2001,9,3
4,0.4,147000,1973,1548,G,C,A,CARY,27511.0,2001,11,4
4,0.4,131000,1972,2002,J,C,A,CARY,27513.0,2001,10,4
4,0.27,147000,1972,2002,J,C,A,CARY,27513.0,2006,11,4
1,0.45,206000,1961,2322,J,C,A,RALEIGH,27609.0,2003,6,2
4,0.25,117000,1950,1193,A,C,A,CARY,27511.0,2001,10,4
1,0.28,297000,1950,1559,A,C,A,RALEIGH,27607.0,2006,9,3
7,0.5,158500,1959,2103,A,C,A,RALEIGH,27612.0,2001,1,1
1,0.47,284000,1965,2603,A,D,C,RALEIGH,27609.0,2008,9,3
16,0.22,64500,1969,1244,A,B,A,RALEIGH,27610.0,2007,3,1
1,0.48,370000,1964,1490,A,C,A,RALEIGH,27609.0,2005,8,3
7,0.54,179000,1980,1644,G,C,A,RALEIGH,27615.0,2000,5,2
1,0.45,163000,1960,1528,A,B,A,RALEIGH,27606.0,2005,6,2
1,0.15,225000,1925,2055,A,A,A,RALEIGH,27604.0,2005,9,3
17,0.38,145000,1959,1350,A,C,A,RALEIGH,27609.0,2005,5,2
1,0.35,510500,1977,3080,A,F,C,RALEIGH,27608.0,2004,7,3
17,0.27,139500,1966,1702,I,C,A,RALEIGH,27604.0,2003,12,4
1,0.29,201000,1958,1854,G,C,A,RALEIGH,27604.0,2006,5,2
1,0.32,135000,1959,1830,G,E,A,RALEIGH,27604.0,2002,12,4
16,0.26,40000,1958,1008,A,A,A,RALEIGH,27603.0,2006,5,2
1,0.11,225000,1895,1853,A,C,A,RALEIGH,27601.0,2000,5,2
10,0.73,385000,1952,3020,F,E,C,WENDELL,27591.0,2006,5,2
1,0.53,173000,1955,1612,A,C,A,RALEIGH,27606.0,2004,6,2
18,0.47,138500,1966,1456,A,B,A,CARY,27518.0,2006,8,3
4,0.52,187000,1971,2482,I,E,A,RALEIGH,27607.0,2003,3,1
4,0.32,170000,1965,1975,I,C,A,CARY,27511.0,2001,10,4
7,0.54,228000,1961,2102,I,D,A,RALEIGH,27612.0,2008,5,2
1,0.35,290000,1960,2464,J,D,A,RALEIGH,27609.0,2006,3,1
7,0.57,221000,1965,2252,A,D,A,RALEIGH,27612.0,2005,10,4
7,0.25,173000,1969,1600,A,C,A,RALEIGH,27609.0,2007,4,2
8,0.66,159500,1984,2226,A,C,A,RALEIGH,27613.0,2008,6,2
8,0.44,167000,1979,1895,A,C,A,RALEIGH,27613.0,2002,11,4
1,0.11,62000,1954,1050,A,C,A,RALEIGH,27610.0,2004,4,2
9,0.35,100000,1969,1412,A,B,A,ZEBULON,27597.0,2001,3,1
1,0.74,495000,1950,3580,A,F,A,RALEIGH,27607.0,2000,5,2
17,0.23,144500,1960,2750,G,C,A,RALEIGH,27604.0,2001,12,4
9,0.58,165000,1965,2500,A,C,A,ZEBULON,27597.0,2004,7,3
11,0.5,227000,1963,1764,A,C,A,RALEIGH,27612.0,2006,6,2
4,0.83,243000,1969,2350,I,C,A,CARY,27511.0,2008,3,1
1,0.45,355000,1956,1896,A,C,A,RALEIGH,27609.0,2006,1,1
7,0.46,212000,1967,2460,I,D,A,RALEIGH,27609.0,2004,5,2
4,0.28,125000,2008,3335,A,E,C,CARY,27511.0,2006,10,4
16,0.25,83000,1973,1188,A,B,A,RALEIGH,27610.0,2009,11,4
16,0.23,114000,1971,1320,G,B,A,RALEIGH,27610.0,2008,10,4
16,0.31,77000,1978,1040,G,B,A,RALEIGH,27610.0,2004,9,3
16,0.28,87000,1972,1188,G,C,A,RALEIGH,27610.0,2000,8,3
16,0.29,120000,1971,1320,G,B,A,RALEIGH,27610.0,2007,11,4
20,1.12,160000,1960,1736,A,B,A,APEX,27523.0,2005,7,3
16,0.36,109000,1951,1092,A,B,A,GARNER,27529.0,2007,11,4
1,0.53,390000,1959,1827,A,C,A,RALEIGH,27609.0,2000,9,3
1,0.61,169000,1958,1152,G,A,A,RALEIGH,27604.0,2008,8,3
16,0.38,115000,1956,1455,A,C,A,GARNER,27529.0,2002,3,1
12,1.27,159000,1964,2380,G,C,A,FUQUAY VARINA,27526.0,2002,6,2
12,0.91,100000,1973,1112,A,B,A,FUQUAY VARINA,27526.0,2002,12,4
11,0.85,225000,1959,2308,I,C,A,RALEIGH,27612.0,2006,6,2
19,0.31,97000,1964,1110,A,A,A,WAKE FOREST,27587.0,2001,11,4
1,0.67,509500,1971,4363,A,F,C,RALEIGH,27609.0,2008,6,2
1,0.17,124000,1954,1085,A,A,A,RALEIGH,27604.0,2000,9,3
1,0.1,120000,2003,1064,A,C,A,RALEIGH,27601.0,2005,4,2
1,0.13,149500,2005,1814,A,D,C,RALEIGH,27601.0,2005,4,2
1,0.15,142500,2000,1215,A,D,C,RALEIGH,27601.0,2003,12,4
1,0.2,248000,1917,1080,A,A,A,RALEIGH,27604.0,2007,11,4
1,0.13,350000,1912,2167,A,C,C,RALEIGH,27604.0,2005,5,2
1,0.13,28000,1915,1354,A,C,A,RALEIGH,27601.0,2006,10,4
1,0.46,688000,1978,2596,A,E,A,RALEIGH,27607.0,2007,5,2
1,0.35,75000,1950,1125,A,A,A,RALEIGH,27610.0,2000,11,4
1,0.58,167000,1955,1390,A,B,A,RALEIGH,27606.0,2008,5,2
1,0.27,350000,1966,2257,I,D,A,RALEIGH,27609.0,2008,3,1
16,0.31,104000,1971,1200,A,B,A,RALEIGH,27610.0,2007,1,1
4,0.47,255000,1971,2578,A,J,C,CARY,27511.0,2005,11,4
1,0.36,319500,1963,3320,A,F,A,RALEIGH,27606.0,2006,12,4
1,0.69,186000,1955,2018,A,C,A,RALEIGH,27609.0,2001,7,3
1,0.45,488000,1960,3441,A,F,I,RALEIGH,27612.0,2005,8,3
4,0.34,219000,1967,2113,I,D,A,CARY,27511.0,2005,6,2
11,0.34,259000,1967,2292,A,D,C,RALEIGH,27612.0,2006,6,2
4,0.33,150000,1963,2032,G,E,A,CARY,27511.0,2001,8,3
1,0.46,396000,1959,2834,A,D,A,RALEIGH,27612.0,2004,8,3
1,0.19,160000,2008,2088,A,D,L,RALEIGH,27607.0,2006,5,2
1,0.3,147000,1962,1390,A,B,A,RALEIGH,27609.0,2003,4,2
18,0.23,75000,1968,1055,A,B,A,RALEIGH,27603.0,2007,9,3
19,0.91,80000,1962,1954,G,A,A,WAKE FOREST,27587.0,2007,10,4
17,0.81,110500,1979,1377,G,C,A,RALEIGH,27604.0,2002,3,1
1,0.69,755000,1970,3849,A,D,C,RALEIGH,27609.0,2002,3,1
2,0.94,340000,1980,2991,A,E,B,RALEIGH,27615.0,2006,8,3
2,0.94,219000,1983,2755,A,J,I,RALEIGH,27615.0,2000,6,2
2,0.92,286000,1973,2520,A,E,I,RALEIGH,27615.0,2009,4,2
1,0.4,149000,1955,2708,A,E,A,RALEIGH,27606.0,2004,9,3
1,0.51,158000,1960,1586,A,C,A,RALEIGH,27606.0,2000,9,3
4,0.44,171000,1971,1676,G,C,A,RALEIGH,27607.0,2002,12,4
8,0.58,205000,1971,2590,A,D,A,RALEIGH,27613.0,2000,6,2
17,0.36,149000,1995,1484,A,C,A,RALEIGH,27604.0,2003,4,2
17,0.62,108000,1966,2212,J,E,A,RALEIGH,27604.0,2005,3,1
17,0.82,156000,1986,1504,A,C,A,RALEIGH,27604.0,2009,8,3
16,0.44,133500,1995,1300,A,C,A,RALEIGH,27603.0,2009,7,3
1,0.24,331000,1925,1489,A,A,A,RALEIGH,27608.0,2001,3,1
16,0.14,61000,1909,1844,A,A,A,GARNER,27529.0,2000,12,4
9,0.39,107000,1973,1485,G,C,A,ZEBULON,27597.0,2002,3,1
17,0.46,137500,1966,1615,A,C,A,RALEIGH,27604.0,2004,7,3
7,0.99,215000,1963,2135,I,C,A,RALEIGH,27612.0,2004,5,2
4,0.28,227000,1940,2064,A,B,C,CARY,27511.0,2005,8,3
1,1.28,425000,1975,3922,A,F,A,RALEIGH,27609.0,2005,12,4
17,0.3,135000,1961,2067,I,F,A,RALEIGH,27604.0,2003,5,2
16,0.42,165000,1963,2124,J,E,A,RALEIGH,27603.0,2007,3,1
17,0.28,147000,1963,2484,J,C,A,RALEIGH,27604.0,2008,1,1
1,0.24,120000,1963,1711,A,C,A,RALEIGH,27610.0,2005,11,4
1,0.43,153500,1964,1818,A,D,A,RALEIGH,27609.0,2003,7,3
19,0.21,82000,1901,1200,A,A,A,WAKE FOREST,27587.0,2000,10,4
13,0.41,198000,1971,2593,J,E,A,RALEIGH,27615.0,2001,5,2
1,0.42,425000,1935,3407,A,F,C,RALEIGH,27607.0,2004,5,2
17,0.45,127000,1967,1756,A,A,A,RALEIGH,27610.0,2004,7,3
1,0.24,35000,1943,2383,A,D,A,RALEIGH,27608.0,2009,3,1
17,0.91,155000,1962,1780,A,C,A,RALEIGH,27604.0,2001,8,3
16,0.34,118000,1960,1525,G,B,A,RALEIGH,27603.0,2001,12,4
1,0.25,250000,1956,1636,A,C,A,RALEIGH,27607.0,2004,5,2
1,0.45,415000,1951,1074,A,A,A,RALEIGH,27606.0,2001,4,2
13,1.07,155000,1963,1842,G,C,A,RALEIGH,27616.0,2002,7,3
17,0.46,160000,1960,1764,A,C,A,RALEIGH,27604.0,2007,9,3
7,0.4,280000,1968,2924,I,E,A,RALEIGH,27612.0,2006,4,2
1,0.08,72000,1909,1450,A,A,A,RALEIGH,27601.0,2009,10,4
16,0.4,137000,1959,1475,G,C,A,GARNER,27529.0,2006,12,4
1,0.26,565000,2007,2774,A,E,C,RALEIGH,27608.0,2009,12,4
1,0.28,385000,1947,3303,A,F,I,RALEIGH,27607.0,2005,7,3
16,0.48,93000,1960,1092,G,A,A,GARNER,27529.0,2006,9,3
1,0.14,170000,1925,1304,A,A,A,RALEIGH,27607.0,2008,9,3
1,0.13,189000,2004,1177,A,D,C,RALEIGH,27601.0,2006,11,4
1,0.45,130000,1961,1344,A,C,A,RALEIGH,27606.0,2006,7,3
1,0.13,256000,1925,1054,A,A,A,RALEIGH,27608.0,2005,8,3
1,0.76,185000,1948,1312,A,A,A,RALEIGH,27606.0,2005,6,2
7,0.25,179000,1971,2000,I,C,A,RALEIGH,27609.0,2006,6,2
7,0.55,265000,1965,3651,A,E,A,RALEIGH,27612.0,2001,9,3
1,0.8,213500,1966,2835,A,C,A,RALEIGH,27609.0,2006,8,3
1,0.34,75000,1945,1816,A,E,A,RALEIGH,27603.0,2001,8,3
1,0.72,60000,1958,2000,A,E,A,RALEIGH,27606.0,2000,4,2
4,0.41,170000,1968,2211,A,E,C,CARY,27511.0,2005,1,1
16,0.34,74000,1966,1025,G,A,A,GARNER,27529.0,2009,4,2
1,0.34,215000,2021,3128,A,E,A,RALEIGH,27609.0,2000,4,2
1,0.32,410000,1961,3096,G,E,A,RALEIGH,27609.0,2007,8,3
1,0.3,425000,1941,2727,A,E,I,RALEIGH,27608.0,2004,5,2
4,0.66,230000,1965,2644,J,D,A,CARY,27511.0,2009,1,1
17,0.46,199500,1965,2104,A,C,A,RALEIGH,27604.0,2007,10,4
16,0.38,117000,1969,1298,G,C,A,GARNER,27529.0,2001,11,4
13,0.39,250000,1971,2841,A,E,C,RALEIGH,27609.0,2002,12,4
16,0.3,130000,1972,2080,A,D,A,GARNER,27529.0,2006,4,2
16,0.4,87000,1951,1846,A,C,A,GARNER,27529.0,2009,8,3
1,0.21,40000,1959,2167,A,D,A,RALEIGH,27610.0,2005,3,1
4,0.62,195000,1969,2422,G,C,A,RALEIGH,27607.0,2002,2,1
1,0.27,234000,1969,2256,I,D,A,RALEIGH,27609.0,2006,2,1
1,0.2,300000,1940,1492,A,D,A,RALEIGH,27607.0,2009,5,2
4,0.31,133500,1949,1102,A,A,A,CARY,27511.0,2007,1,1
1,0.42,178000,1961,1481,A,C,A,RALEIGH,27609.0,2005,9,3
1,0.77,590000,1940,3227,A,C,I,RALEIGH,27608.0,2002,4,2
1,0.38,899000,1940,3935,A,F,C,RALEIGH,27608.0,2005,12,4
4,0.39,190500,1961,2025,I,D,A,CARY,27511.0,2001,9,3
16,0.37,128000,1971,1317,A,B,A,GARNER,27529.0,2005,7,3
1,0.43,178500,1957,2156,A,E,A,RALEIGH,27609.0,2005,4,2
1,0.52,194000,1962,2022,A,C,A,RALEIGH,27609.0,2003,7,3
1,0.09,90000,1952,1960,A,A,C,RALEIGH,27610.0,2001,6,2
19,0.24,78000,1905,1162,A,A,A,WAKE FOREST,27587.0,2003,7,3
7,0.25,154000,1968,1250,A,B,A,RALEIGH,27609.0,2006,11,4
19,0.67,131000,1942,1568,A,C,A,ROLESVILLE,27571.0,2001,1,1
17,0.45,175000,1966,1621,A,C,A,RALEIGH,27604.0,2009,7,3
12,1.61,221000,1927,1953,A,C,A,APEX,27539.0,2004,8,3
7,0.29,175000,1970,1462,A,C,A,RALEIGH,27609.0,2006,9,3
1,0.4,220000,1965,2256,A,D,C,RALEIGH,27609.0,2005,8,3
17,0.26,115500,1962,1196,G,C,A,RALEIGH,27604.0,2002,11,4
8,1.67,365000,2003,3015,A,F,C,RALEIGH,27613.0,2008,3,1
8,0.47,209000,2002,2464,A,D,C,RALEIGH,27613.0,2005,10,4
11,0.23,95000,1948,1386,A,A,I,RALEIGH,27606.0,2005,6,2
14,1.48,172000,1967,1740,G,J,A,WAKE FOREST,27587.0,2009,6,2
1,0.38,390000,1942,1525,A,C,A,RALEIGH,27608.0,2006,6,2
17,0.56,165000,1963,1671,A,C,A,RALEIGH,27604.0,2003,5,2
17,0.8,131000,1954,1957,G,C,A,KNIGHTDALE,27545.0,2002,6,2
1,0.44,225000,1966,1525,G,C,A,RALEIGH,27609.0,2006,3,1
1,0.22,142000,1952,1192,A,A,A,RALEIGH,27604.0,2005,4,2
1,0.21,350000,1930,1866,A,C,A,RALEIGH,27605.0,2005,7,3
1,0.88,70000,1952,1215,A,A,A,RALEIGH,27610.0,2005,5,2
7,0.59,222500,1969,2057,A,C,A,RALEIGH,27612.0,2000,4,2
1,0.3,215000,1942,3597,A,F,I,RALEIGH,27607.0,2000,2,1
4,0.27,130000,1957,1080,A,A,A,CARY,27511.0,2007,9,3
1,0.24,213500,1948,1169,A,A,A,RALEIGH,27607.0,2004,7,3
13,0.22,152000,1972,1786,I,C,A,RALEIGH,27604.0,2007,4,2
19,0.31,154000,1948,1635,A,E,A,WAKE FOREST,27587.0,2003,8,3
16,0.36,110000,1961,1400,G,B,A,GARNER,27529.0,2005,8,3
10,0.77,114000,1976,1383,A,A,A,WENDELL,27591.0,2008,5,2
7,0.51,200000,1971,2021,A,C,C,RALEIGH,27615.0,2005,4,2
7,0.5,282000,1960,4079,A,F,A,RALEIGH,27612.0,2007,7,3
17,0.34,126500,1961,2055,A,D,A,RALEIGH,27604.0,2006,2,1
17,0.32,180000,1968,1818,J,E,A,RALEIGH,27604.0,2006,7,3
4,0.44,169000,1966,1782,I,E,A,CARY,27511.0,2002,3,1
17,0.9,174500,1959,1920,A,C,A,RALEIGH,27604.0,2008,11,4
19,0.49,75000,1966,1050,G,A,A,ZEBULON,27597.0,2004,11,4
16,0.39,144500,1964,1634,G,C,A,RALEIGH,27603.0,2006,5,2
4,0.3,85000,1922,1134,A,A,A,CARY,27513.0,2004,10,4
1,0.45,955000,1959,4375,A,F,C,RALEIGH,27608.0,2006,4,2
4,0.49,157000,1958,1800,I,B,A,CARY,27511.0,2006,12,4
1,0.19,155000,1952,1877,A,C,A,RALEIGH,27604.0,2002,11,4
9,0.28,50000,1942,2264,A,C,A,ZEBULON,27597.0,2003,6,2
4,0.36,138500,1961,1232,A,D,A,CARY,27511.0,2003,4,2
7,0.43,225000,1968,2393,A,C,I,RALEIGH,27615.0,2003,9,3
1,0.31,176000,1967,1884,A,C,A,RALEIGH,27609.0,2004,1,1
1,0.44,410000,1950,3395,A,E,I,RALEIGH,27607.0,2007,5,2
1,0.41,557000,2007,3521,A,F,K,RALEIGH,27609.0,2008,4,2
16,0.3,109000,1972,2880,A,E,A,GARNER,27529.0,2006,9,3
17,0.27,112500,1960,2102,G,E,A,RALEIGH,27604.0,2000,6,2
11,0.76,265000,1960,2158,I,C,A,RALEIGH,27612.0,2009,10,4
1,0.48,250000,1968,3259,I,E,A,RALEIGH,27609.0,2004,11,4
7,0.5,243000,1965,2602,I,E,A,RALEIGH,27612.0,2004,3,1
1,0.35,545000,1978,2116,A,D,B,RALEIGH,27607.0,2005,12,4
1,0.21,232000,1950,1022,A,B,A,RALEIGH,27607.0,2004,9,3
