Township,Deeded_Acreage,Total_sale_Price,Year_Built,HEATED_AREA,DESIGN_STYLE,BATH,Story_Height,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,year,month,Quarter
10,0.46,37500,1900,2261,A,C,A,WENDELL,27591.0,2004,9,3
13,0.39,337500,1970,2463,A,C,A,RALEIGH,27615.0,2002,7,3
1,0.13,425000,1921,1890,A,C,C,RALEIGH,27604.0,2008,4,2
1,0.28,175000,1950,1050,A,A,A,RALEIGH,27604.0,2005,4,2
7,0.36,236000,1970,3000,A,D,C,RALEIGH,27609.0,2009,6,2
1,0.45,265000,1961,1512,A,C,A,RALEIGH,27609.0,2009,8,3
4,1.03,215000,1973,2187,G,E,A,CARY,27511.0,2003,9,3
7,0.38,202000,1971,1994,I,C,A,RALEIGH,27609.0,2008,6,2
1,0.31,247000,2008,2514,A,D,C,RALEIGH,27605.0,2002,10,4
4,0.3,160000,1967,1671,G,C,A,CARY,27511.0,2009,11,4
1,0.48,201500,1962,1852,I,D,A,RALEIGH,27609.0,2003,11,4
1,0.13,171000,1915,1391,A,A,A,RALEIGH,27605.0,2003,3,1
20,0.29,120000,1971,1518,I,B,A,APEX,27502.0,2004,11,4
11,0.4,220000,1973,2368,J,C,A,RALEIGH,27607.0,2003,4,2
11,0.43,270000,1973,2295,A,D,C,RALEIGH,27607.0,2005,11,4
17,0.25,144000,1975,1888,A,C,A,RALEIGH,27604.0,2000,6,2
11,0.55,259000,1974,2648,A,D,C,RALEIGH,27607.0,2000,5,2
11,0.35,420000,1971,3080,A,F,C,RALEIGH,27607.0,2007,5,2
17,0.39,139000,1972,1218,A,C,A,RALEIGH,27604.0,2007,6,2
11,0.57,212500,1971,2340,A,D,C,RALEIGH,27607.0,2003,10,4
11,0.3,210000,1971,2166,I,E,A,RALEIGH,27607.0,2005,1,1
11,0.61,230000,1975,2720,G,E,A,RALEIGH,27607.0,2006,12,4
1,0.65,180000,1952,2466,A,E,A,RALEIGH,27610.0,2006,9,3
1,0.12,355000,1925,1971,A,C,A,RALEIGH,27604.0,2005,3,1
17,0.45,125000,1992,1161,A,C,A,KNIGHTDALE,27545.0,2007,4,2
1,0.33,117000,1959,1050,G,A,A,RALEIGH,27604.0,2004,1,1
18,0.46,110000,1959,1566,A,A,A,RALEIGH,27603.0,2004,12,4
1,0.16,166000,1935,3539,A,F,A,RALEIGH,27607.0,2003,6,2
17,0.33,169000,1972,1893,A,C,A,RALEIGH,27604.0,2007,4,2
17,0.31,145000,1972,1807,I,D,A,RALEIGH,27604.0,2001,8,3
1,0.52,180000,1960,1378,A,C,A,RALEIGH,27606.0,2007,8,3
1,0.58,150000,1960,3518,A,F,A,RALEIGH,27606.0,2001,8,3
1,0.36,292500,1966,3988,A,F,C,RALEIGH,27609.0,2004,2,1
1,0.27,200000,1973,1782,I,C,A,RALEIGH,27609.0,2006,8,3
1,0.27,141000,1962,1266,A,C,A,RALEIGH,27609.0,2002,5,2
1,0.18,178000,1947,1280,A,A,A,RALEIGH,27607.0,2001,11,4
11,0.04,151500,1969,2185,C,J,C,RALEIGH,27607.0,2002,12,4
10,1.0,135000,1966,1884,A,C,A,WENDELL,27591.0,2002,12,4
1,0.06,17500,1920,1145,A,A,A,RALEIGH,27601.0,2005,2,1
17,0.25,110000,1960,1216,G,B,A,RALEIGH,27604.0,2000,5,2
12,0.36,106000,2005,1232,A,C,A,FUQUAY VARINA,27526.0,2006,2,1
4,0.32,157000,1968,1558,A,C,A,CARY,27511.0,2007,5,2
1,0.1,105000,2005,1025,A,C,A,RALEIGH,27601.0,2007,3,1
1,0.4,230000,1954,1359,A,C,A,RALEIGH,27607.0,2006,5,2
12,0.19,91000,1954,1283,G,A,A,FUQUAY VARINA,27526.0,2003,10,4
1,0.25,314000,1943,1685,A,B,A,RALEIGH,27607.0,2005,11,4
7,0.35,154000,1973,1687,A,C,A,RALEIGH,27609.0,2004,5,2
7,0.39,160000,1973,1725,A,C,A,RALEIGH,27609.0,2004,3,1
7,0.33,170000,1972,1716,A,C,A,RALEIGH,27609.0,2006,12,4
7,0.36,185000,1973,1952,A,C,A,RALEIGH,27609.0,2006,11,4
7,0.33,136500,1973,1875,I,D,A,RALEIGH,27609.0,2003,10,4
7,0.51,184500,1973,1889,A,E,C,RALEIGH,27609.0,2005,6,2
7,0.29,145000,1973,1600,A,C,C,RALEIGH,27609.0,2000,1,1
7,0.29,155000,1973,1600,A,C,C,RALEIGH,27609.0,2004,8,3
7,0.21,140000,1972,1575,I,C,A,RALEIGH,27609.0,2001,3,1
7,0.25,132000,1972,1866,A,C,C,RALEIGH,27609.0,2001,4,2
7,0.28,129500,1972,1225,A,C,A,RALEIGH,27609.0,2000,2,1
7,0.26,122000,1972,1777,A,D,A,RALEIGH,27609.0,2000,12,4
7,0.27,167500,1972,1712,G,C,A,RALEIGH,27609.0,2003,3,1
7,0.26,193500,1973,1650,A,C,A,RALEIGH,27609.0,2008,7,3
7,0.33,205000,1973,1650,A,C,A,RALEIGH,27609.0,2009,6,2
7,0.26,150000,1971,2328,A,C,A,RALEIGH,27609.0,2002,6,2
7,0.23,110000,1972,1200,A,B,A,RALEIGH,27615.0,2000,12,4
7,0.23,80000,1971,1320,A,C,A,RALEIGH,27615.0,2003,8,3
7,0.14,110500,1972,1020,A,B,A,RALEIGH,27615.0,2006,9,3
7,0.3,113000,1972,1224,A,B,A,RALEIGH,27615.0,2003,3,1
7,0.84,104000,1972,1230,A,B,A,RALEIGH,27615.0,2003,3,1
7,0.18,100000,1972,1184,A,B,A,RALEIGH,27615.0,2007,1,1
7,0.18,134000,1972,1480,A,B,A,RALEIGH,27615.0,2004,8,3
7,0.4,95000,1980,1425,A,C,A,RALEIGH,27615.0,2009,9,3
7,0.19,152000,1973,1221,A,B,A,RALEIGH,27615.0,2009,7,3
7,0.18,88000,1973,1161,A,C,A,RALEIGH,27615.0,2005,8,3
7,0.25,100000,1971,1050,A,B,A,RALEIGH,27615.0,2000,3,1
7,0.23,109000,1972,1080,A,B,A,RALEIGH,27615.0,2007,1,1
7,0.54,300000,1968,3294,A,D,A,RALEIGH,27612.0,2007,6,2
7,0.7,301500,1969,2769,I,E,A,RALEIGH,27615.0,2006,6,2
12,0.86,232500,1910,2880,A,D,C,FUQUAY VARINA,27526.0,2004,9,3
13,0.3,195000,1969,2010,I,D,A,RALEIGH,27609.0,2002,1,1
12,0.34,105000,1920,1296,A,A,A,FUQUAY VARINA,27526.0,2008,7,3
12,0.34,105000,1940,1176,A,A,A,FUQUAY VARINA,27526.0,2008,7,3
12,0.19,58000,1936,1198,A,A,A,FUQUAY VARINA,27526.0,2006,2,1
12,0.25,35000,1910,1500,A,B,A,FUQUAY VARINA,27526.0,2006,9,3
12,0.17,55000,1931,1168,A,A,A,FUQUAY VARINA,27526.0,2001,8,3
12,0.37,203500,1930,2127,A,C,A,FUQUAY VARINA,27526.0,2006,11,4
1,0.09,37500,1915,1364,A,A,A,RALEIGH,27601.0,2005,3,1
18,0.74,94000,1962,1570,A,C,A,RALEIGH,27603.0,2000,10,4
4,0.33,170000,1988,1483,A,C,K,CARY,27511.0,2005,5,2
18,0.92,200000,1968,2035,G,C,A,RALEIGH,27606.0,2007,10,4
1,0.28,200000,1951,1690,A,E,A,RALEIGH,27608.0,2000,10,4
4,0.41,262000,1961,2561,A,D,A,CARY,27511.0,2007,10,4
16,0.33,105000,1965,1507,G,C,A,GARNER,27529.0,2001,6,2
1,0.34,260000,1958,1862,A,C,A,RALEIGH,27607.0,2009,1,1
15,1.0,129000,1967,1462,A,B,A,RALEIGH,27603.0,2005,9,3
17,0.33,152000,1961,1894,I,C,A,RALEIGH,27604.0,2009,1,1
1,0.31,415000,1929,3986,A,F,C,RALEIGH,27608.0,2002,4,2
13,0.33,180000,1971,2695,I,D,A,RALEIGH,27609.0,2001,3,1
9,0.79,240000,1962,2673,A,D,A,ZEBULON,27597.0,2007,7,3
9,1.13,101000,1970,1680,A,C,A,ZEBULON,27597.0,2008,9,3
17,0.46,97000,1959,1040,A,A,A,RALEIGH,27604.0,2000,9,3
10,0.49,139000,1915,1928,A,C,A,WENDELL,27591.0,2007,4,2
19,0.39,100000,1965,1175,A,B,A,WAKE FOREST,27587.0,2001,10,4
1,0.2,72500,1959,1188,G,B,A,RALEIGH,27610.0,2005,9,3
2,0.94,240000,1972,2524,I,E,A,RALEIGH,27615.0,2002,7,3
1,0.41,194500,1969,2619,I,D,A,RALEIGH,27610.0,2004,11,4
7,0.27,204000,1968,1946,I,D,A,RALEIGH,27609.0,2007,9,3
1,0.3,450000,1953,3856,A,F,K,RALEIGH,27608.0,2008,2,1
1,0.2,121500,1930,1870,A,D,C,RALEIGH,27607.0,2000,12,4
14,1.87,314000,1999,2420,A,E,A,WAKE FOREST,27587.0,2007,3,1
1,0.17,210000,1923,1734,A,C,A,RALEIGH,27604.0,2006,11,4
1,0.15,551500,1930,3017,A,E,K,RALEIGH,27608.0,2009,11,4
17,1.31,152000,1965,2966,A,C,A,RALEIGH,27616.0,2000,6,2
12,0.34,72000,1940,1011,A,A,A,FUQUAY VARINA,27526.0,2002,8,3
19,0.58,370000,1901,4308,A,J,C,WAKE FOREST,27587.0,2004,6,2
16,0.39,105000,1969,1292,G,B,A,GARNER,27529.0,2000,3,1
18,0.23,136000,1968,1793,I,C,A,RALEIGH,27603.0,2001,2,1
1,0.15,335000,1920,2317,A,C,A,RALEIGH,27601.0,2004,6,2
7,0.57,267500,1969,2149,A,E,A,RALEIGH,27612.0,2003,5,2
1,0.26,130000,1956,1012,A,A,A,RALEIGH,27610.0,2008,5,2
1,0.14,185000,1980,1137,A,A,A,RALEIGH,27604.0,2006,12,4
4,0.32,143000,1957,1716,A,C,A,CARY,27511.0,2001,12,4
4,0.31,103000,1960,1755,G,C,A,CARY,27513.0,2005,7,3
1,0.13,340500,1950,1241,A,C,A,RALEIGH,27608.0,2006,12,4
18,0.34,34500,2008,1728,A,D,A,RALEIGH,27606.0,2003,5,2
1,0.51,142500,1957,1825,A,C,A,RALEIGH,27606.0,2004,8,3
1,0.32,492000,2022,3977,A,F,K,RALEIGH,27609.0,2006,12,4
13,0.29,190000,1967,3674,A,C,A,RALEIGH,27609.0,2001,12,4
4,0.3,200000,1963,1707,I,C,A,CARY,27511.0,2009,11,4
1,0.16,160000,1933,1500,A,C,B,RALEIGH,27604.0,2005,8,3
1,0.4,165000,1965,2112,I,C,A,RALEIGH,27606.0,2000,6,2
16,0.21,103000,1971,1320,G,B,A,RALEIGH,27610.0,2003,11,4
1,0.18,50000,1952,1012,A,A,A,RALEIGH,27610.0,2008,9,3
1,0.11,200000,1925,1680,A,A,C,RALEIGH,27604.0,2000,9,3
7,0.28,135000,1971,2632,J,E,A,RALEIGH,27609.0,2002,3,1
7,0.28,177000,1972,2316,A,D,C,RALEIGH,27609.0,2004,5,2
1,0.33,325000,1964,2190,I,E,A,RALEIGH,27609.0,2006,11,4
1,0.49,240000,1972,2088,I,E,A,RALEIGH,27612.0,2000,4,2
1,0.58,315000,1973,3675,A,E,A,RALEIGH,27607.0,2002,6,2
1,0.69,360000,1972,2350,A,C,A,RALEIGH,27607.0,2007,1,1
7,0.48,195000,1963,1720,A,C,A,RALEIGH,27612.0,2008,12,4
4,0.57,155000,1966,1484,G,C,A,CARY,27511.0,2003,7,3
1,0.23,221000,1965,1370,A,C,A,RALEIGH,27609.0,2009,2,1
7,0.31,180000,1969,2080,A,C,A,RALEIGH,27609.0,2005,8,3
1,0.18,38500,1988,1362,A,C,A,RALEIGH,27610.0,2009,8,3
1,0.28,211000,1969,2445,A,D,C,RALEIGH,27609.0,2001,5,2
1,0.23,153000,1958,1364,G,A,A,RALEIGH,27604.0,2004,7,3
4,0.4,125000,1959,1568,G,A,A,CARY,27511.0,2007,4,2
7,0.4,297500,1961,1942,G,C,A,RALEIGH,27612.0,2007,8,3
17,0.32,109000,1959,1194,A,B,A,RALEIGH,27604.0,2000,6,2
16,0.29,85000,1969,1050,A,A,A,RALEIGH,27610.0,2004,11,4
7,0.57,313000,1962,1929,A,D,A,RALEIGH,27612.0,2009,1,1
1,0.16,85000,2018,2425,A,F,B,RALEIGH,27607.0,2000,11,4
13,0.48,162500,1968,1928,A,C,A,RALEIGH,27609.0,2001,7,3
13,0.29,240000,1966,2280,I,E,A,RALEIGH,27609.0,2009,1,1
1,0.22,327000,1948,3065,A,F,C,RALEIGH,27607.0,2007,6,2
1,0.49,87000,1959,1650,A,C,A,RALEIGH,27610.0,2002,7,3
4,0.29,165000,1970,2013,I,E,A,CARY,27511.0,2002,1,1
16,0.46,90000,1955,1470,A,A,A,GARNER,27529.0,2002,4,2
1,0.54,630000,1972,3981,A,F,C,RALEIGH,27612.0,2005,7,3
1,0.17,269000,1939,1528,A,C,B,RALEIGH,27604.0,2002,8,3
1,0.23,600000,1951,2627,A,E,A,RALEIGH,27608.0,2006,9,3
18,0.47,62700,1971,1199,A,B,A,APEX,27539.0,2008,8,3
1,0.26,257500,1915,3369,A,E,A,RALEIGH,27603.0,2003,5,2
1,0.59,342000,1963,2329,I,D,A,RALEIGH,27609.0,2007,2,1
1,0.46,375000,1961,2251,I,C,A,RALEIGH,27609.0,2007,7,3
16,0.69,135000,1951,1144,A,A,A,RALEIGH,27603.0,2005,5,2
4,0.32,161500,1971,1820,I,A,A,CARY,27511.0,2004,2,1
1,0.32,90000,1967,1464,A,B,A,RALEIGH,27610.0,2008,6,2
19,1.0,134000,1952,1449,A,C,A,WAKE FOREST,27587.0,2006,11,4
9,0.17,92500,2001,1050,A,C,A,ZEBULON,27597.0,2007,6,2
10,0.41,160000,1953,2156,A,C,A,WENDELL,27591.0,2005,3,1
1,0.4,475000,1943,3596,A,F,C,RALEIGH,27608.0,2008,2,1
4,0.27,139000,1959,1024,G,B,A,CARY,27513.0,2007,5,2
17,0.29,162000,1967,1740,I,D,A,RALEIGH,27604.0,2007,4,2
4,0.31,156000,1963,1953,I,D,A,CARY,27511.0,2005,4,2
4,0.27,146000,1969,1978,I,D,A,CARY,27511.0,2006,6,2
1,0.33,175000,1961,1580,I,C,A,RALEIGH,27609.0,2005,2,1
1,0.31,222000,1965,1897,A,D,A,RALEIGH,27609.0,2006,1,1
8,0.35,110000,1968,2611,A,F,A,RALEIGH,27617.0,2005,3,1
4,0.35,27500,1971,1508,A,C,A,CARY,27513.0,2009,12,4
1,0.26,253000,1883,2054,A,C,A,RALEIGH,27604.0,2004,9,3
1,0.21,290000,1925,1720,A,C,A,RALEIGH,27608.0,2005,8,3
7,0.46,230500,1960,2383,I,D,A,RALEIGH,27612.0,2004,4,2
1,0.24,124000,1949,1128,A,A,A,RALEIGH,27604.0,2003,4,2
12,0.15,147000,1955,1343,A,A,A,FUQUAY VARINA,27526.0,2008,11,4
10,0.23,77000,1915,1304,A,A,A,WENDELL,27591.0,2006,1,1
12,0.48,250000,1962,1550,A,B,A,FUQUAY VARINA,27526.0,2006,1,1
1,0.45,130000,2019,3492,A,F,L,RALEIGH,27609.0,2000,6,2
16,0.34,92000,1970,1213,A,B,A,RALEIGH,27603.0,2006,2,1
20,0.31,116500,1960,1120,A,A,A,APEX,27502.0,2005,11,4
1,0.13,176000,1992,1268,A,D,C,RALEIGH,27608.0,2005,3,1
1,0.22,86000,1955,1012,A,A,A,RALEIGH,27610.0,2003,8,3
16,0.34,105000,1970,1008,A,B,A,RALEIGH,27610.0,2009,1,1
1,0.11,34000,1922,1114,A,A,A,RALEIGH,27610.0,2004,3,1
1,0.5,695000,1941,4518,A,F,C,RALEIGH,27608.0,2003,10,4
1,0.42,123500,1961,1587,G,C,A,RALEIGH,27609.0,2000,1,1
13,0.32,180000,1970,1918,J,E,A,RALEIGH,27609.0,2005,12,4
4,0.34,135000,1948,1270,A,A,A,CARY,27511.0,2001,8,3
12,1.05,163000,1955,2497,A,B,A,FUQUAY VARINA,27526.0,2007,6,2
12,0.4,82000,1948,1070,A,A,A,FUQUAY VARINA,27526.0,2006,11,4
12,0.31,145000,1967,2336,A,E,C,FUQUAY VARINA,27526.0,2004,7,3
17,0.46,89000,1963,1638,A,C,A,RALEIGH,27616.0,2006,12,4
1,0.22,134000,1987,1373,A,C,A,RALEIGH,27606.0,2002,5,2
4,0.35,147000,1969,1596,I,D,A,CARY,27511.0,2004,9,3
7,1.04,208000,1970,2211,J,E,A,RALEIGH,27612.0,2004,4,2
20,0.38,200000,1910,2101,A,A,C,APEX,27502.0,2002,5,2
20,0.28,75000,1964,1427,A,C,A,APEX,27502.0,2006,5,2
18,0.35,115000,1955,1105,A,A,A,RALEIGH,27603.0,2009,1,1
4,0.41,168000,1970,1976,I,D,A,CARY,27511.0,2002,7,3
12,0.35,184500,1956,2496,A,B,A,FUQUAY VARINA,27526.0,2003,7,3
1,0.24,160000,1950,1081,A,A,A,RALEIGH,27604.0,2003,11,4
16,0.21,60000,1953,1012,A,A,A,RALEIGH,27603.0,2007,5,2
1,0.32,204000,1966,2132,A,D,C,RALEIGH,27609.0,2004,7,3
1,0.25,392500,1910,1556,A,C,A,RALEIGH,27605.0,2009,7,3
16,0.54,148000,1962,1566,G,C,A,RALEIGH,27603.0,2005,5,2
16,0.61,90000,1962,1771,J,B,A,RALEIGH,27603.0,2005,5,2
16,0.32,94000,1961,1125,A,B,A,GARNER,27529.0,2005,10,4
7,0.27,220000,1975,1814,A,D,B,RALEIGH,27609.0,2009,9,3
1,0.65,162500,1954,1850,A,B,A,RALEIGH,27610.0,2000,9,3
1,0.34,565000,2008,3050,A,F,C,RALEIGH,27608.0,2008,7,3
1,0.23,173000,1960,1760,I,B,A,RALEIGH,27610.0,2009,9,3
17,0.48,111000,1967,1589,A,C,A,RALEIGH,27604.0,2002,10,4
16,0.83,65500,1992,2021,A,D,C,GARNER,27529.0,2002,7,3
16,0.26,60000,1970,1383,A,B,A,RALEIGH,27610.0,2009,3,1
16,0.31,119000,1986,1338,A,C,A,GARNER,27529.0,2004,5,2
11,0.49,245000,1966,2481,A,D,A,RALEIGH,27607.0,2005,1,1
18,1.2,139000,1969,1237,A,B,A,RALEIGH,27606.0,2004,12,4
7,0.52,200000,1959,1390,A,B,A,RALEIGH,27612.0,2006,8,3
1,0.25,642500,1950,3014,A,F,C,RALEIGH,27608.0,2009,8,3
1,0.16,335000,1915,2519,A,E,C,RALEIGH,27603.0,2004,10,4
16,0.43,112500,1957,1288,G,B,A,GARNER,27529.0,2004,7,3
16,0.15,109000,1995,1250,A,D,C,GARNER,27529.0,2006,2,1
1,0.93,500000,1965,2906,A,C,A,RALEIGH,27609.0,2002,2,1
1,0.42,365000,1959,1640,I,C,A,RALEIGH,27612.0,2006,10,4
1,0.24,235000,1957,1851,A,C,A,RALEIGH,27607.0,2004,4,2
4,0.41,170000,1973,1976,G,C,A,CARY,27511.0,2003,3,1
16,0.45,88500,1957,1170,A,A,A,GARNER,27529.0,2005,3,1
1,0.37,477000,1989,2804,A,D,C,RALEIGH,27608.0,2003,1,1
20,0.44,164000,1970,1753,I,E,A,APEX,27502.0,2005,6,2
1,0.27,188000,1958,1148,G,A,A,RALEIGH,27604.0,2007,12,4
1,0.24,307500,1928,3920,A,F,C,RALEIGH,27608.0,2005,10,4
1,0.58,570000,1951,2740,A,F,J,RALEIGH,27608.0,2009,11,4
1,0.16,170000,1935,1962,A,C,C,RALEIGH,27604.0,2002,2,1
17,0.27,160000,1960,1207,A,B,A,RALEIGH,27609.0,2008,5,2
1,0.84,488000,2004,4228,A,F,J,RALEIGH,27608.0,2002,3,1
14,1.0,107000,1969,1265,A,C,A,WAKE FOREST,27587.0,2000,2,1
16,0.41,123000,1962,1464,A,B,A,GARNER,27529.0,2002,5,2
10,0.35,120500,1996,1224,A,C,A,WENDELL,27591.0,2007,6,2
15,0.5,87000,1959,1068,A,B,A,RALEIGH,27603.0,2008,10,4
1,0.34,187000,1957,1565,A,C,A,RALEIGH,27607.0,2001,11,4
1,0.63,117000,1957,1350,A,B,A,RALEIGH,27610.0,2005,10,4
20,1.05,400000,1950,1808,A,A,A,APEX,27502.0,2006,2,1
20,1.05,400000,1957,1520,A,A,A,APEX,27502.0,2006,2,1
20,0.43,162000,1928,2231,A,C,A,APEX,27502.0,2006,10,4
1,0.16,380000,1925,3470,A,F,C,RALEIGH,27604.0,2003,11,4
1,0.37,180000,1980,2946,J,J,A,RALEIGH,27604.0,2006,1,1
13,0.33,119500,1964,1344,A,B,A,RALEIGH,27609.0,2001,8,3
19,0.36,39000,1920,1444,A,A,B,WAKE FOREST,27587.0,2000,8,3
17,0.44,130000,1962,1398,A,B,A,RALEIGH,27604.0,2007,1,1
17,0.67,156500,1965,1852,A,C,A,RALEIGH,27604.0,2004,6,2
16,0.35,95500,1965,1320,G,B,A,GARNER,27529.0,2001,7,3
19,1.2,283000,1971,3719,G,D,A,WAKE FOREST,27587.0,2007,1,1
9,0.81,104000,1994,1092,A,B,A,ZEBULON,27597.0,2006,5,2
7,0.26,138000,1969,1600,G,C,A,RALEIGH,27609.0,2002,5,2
1,0.35,159000,1925,1280,A,C,A,RALEIGH,27606.0,2008,5,2
14,1.0,96000,1971,1303,A,A,A,WAKE FOREST,27587.0,2003,6,2
1,0.31,175000,1962,2295,A,B,A,RALEIGH,27609.0,2008,9,3
4,0.46,214000,1972,1790,A,C,B,RALEIGH,27607.0,2007,5,2
1,0.44,186500,1952,2205,A,B,A,RALEIGH,27606.0,2001,4,2
17,0.47,119500,1972,1632,A,C,A,RALEIGH,27610.0,2000,4,2
15,0.47,143000,1950,1858,A,D,K,RALEIGH,27603.0,2005,4,2
4,0.3,227500,1968,1965,I,E,A,CARY,27511.0,2008,1,1
1,0.24,108500,1958,1305,G,A,A,RALEIGH,27604.0,2003,2,1
19,0.66,75000,1949,1030,A,A,A,WAKE FOREST,27587.0,2009,8,3
16,0.45,103000,1959,1480,A,A,A,RALEIGH,27603.0,2002,2,1
1,0.36,179000,1963,1659,G,C,A,RALEIGH,27609.0,2003,3,1
17,0.25,132000,1963,1196,A,B,A,RALEIGH,27604.0,2008,4,2
12,1.07,95000,1953,1137,A,A,A,FUQUAY VARINA,27526.0,2005,4,2
4,0.5,125000,1959,1456,A,C,A,CARY,27513.0,2004,9,3
15,1.69,155000,1966,1508,A,C,A,RALEIGH,27603.0,2009,4,2
12,0.39,137000,1951,1680,A,B,A,FUQUAY VARINA,27526.0,2004,12,4
12,0.93,96000,1972,1229,A,A,A,FUQUAY VARINA,27526.0,2006,6,2
1,0.43,930000,1940,3578,A,F,C,RALEIGH,27608.0,2000,2,1
7,0.5,380000,1968,2691,A,D,A,RALEIGH,27612.0,2008,5,2
1,0.26,90000,1958,1315,A,A,A,RALEIGH,27610.0,2006,12,4
12,0.37,105000,1964,1110,A,B,A,FUQUAY VARINA,27526.0,2009,5,2
1,0.18,191000,1927,1218,A,A,A,RALEIGH,27604.0,2004,7,3
6,0.16,31000,1965,1113,A,A,A,APEX,27539.0,2007,12,4
1,0.15,214000,1935,1248,A,C,A,RALEIGH,27607.0,2004,11,4
12,0.51,152000,1968,1688,A,D,A,WILLOW SPRING,27592.0,2009,2,1
1,0.34,100000,1962,1949,A,C,A,RALEIGH,27610.0,2002,4,2
9,1.0,125000,1960,1556,G,B,A,ZEBULON,27597.0,2000,11,4
1,0.31,209000,1960,2341,A,D,I,RALEIGH,27606.0,2005,8,3
7,0.69,162500,1974,2576,A,D,C,RALEIGH,27612.0,2005,10,4
1,0.23,150000,1950,1795,A,E,B,RALEIGH,27604.0,2004,9,3
7,0.25,179000,1969,1600,A,B,C,RALEIGH,27609.0,2009,11,4
13,0.34,132500,1969,1712,I,C,A,RALEIGH,27604.0,2002,7,3
1,0.19,475000,1928,2004,A,D,I,RALEIGH,27608.0,2007,7,3
1,0.29,465000,1952,2500,A,C,I,RALEIGH,27608.0,2005,4,2
1,0.31,90000,1967,1470,A,C,A,RALEIGH,27609.0,2008,4,2
1,0.33,365000,1942,3135,A,F,B,RALEIGH,27608.0,2000,3,1
17,0.53,123000,1957,1382,G,J,A,RALEIGH,27604.0,2002,9,3
17,0.23,117000,1960,1304,A,A,A,RALEIGH,27604.0,2003,12,4
7,0.3,163000,1971,1200,A,C,A,RALEIGH,27609.0,2007,10,4
16,0.36,117000,1940,1528,G,A,A,GARNER,27529.0,2009,4,2
1,0.32,515000,1941,3457,A,C,B,RALEIGH,27607.0,2005,4,2
16,1.16,155000,1966,2247,G,E,A,GARNER,27529.0,2000,4,2
13,0.61,251000,1968,3087,A,D,C,RALEIGH,27609.0,2003,7,3
16,0.39,178000,1969,2472,J,E,A,GARNER,27529.0,2008,9,3
16,0.24,111000,1965,1323,G,C,A,RALEIGH,27610.0,2007,8,3
19,0.32,319000,1901,3315,A,E,C,WAKE FOREST,27587.0,2001,4,2
12,0.45,92000,1970,1092,A,B,A,FUQUAY VARINA,27526.0,2001,7,3
17,0.33,135000,1966,1416,A,C,A,RALEIGH,27604.0,2001,10,4
1,0.17,405000,1937,2138,A,D,B,RALEIGH,27604.0,2006,7,3
1,0.3,430000,1922,2938,A,E,C,RALEIGH,27608.0,2004,6,2
1,0.4,134000,1959,1152,G,B,A,RALEIGH,27604.0,2003,8,3
7,0.56,244000,1960,2094,G,D,A,RALEIGH,27612.0,2000,7,3
17,0.26,130000,1963,1819,I,B,A,RALEIGH,27604.0,2005,7,3
7,0.56,205000,1961,2052,A,B,B,RALEIGH,27612.0,2004,12,4
17,0.38,137500,1970,1572,I,B,A,RALEIGH,27604.0,2000,3,1
7,0.38,265000,1967,2469,G,D,A,RALEIGH,27612.0,2007,4,2
16,1.0,121000,1967,1160,A,B,A,GARNER,27529.0,2006,8,3
1,0.22,216500,1950,1200,A,C,A,RALEIGH,27604.0,2007,5,2
18,0.36,100500,1970,1253,G,A,A,RALEIGH,27603.0,2003,8,3
16,0.6,98500,1955,1420,A,A,A,GARNER,27529.0,2003,3,1
18,0.52,74000,1955,1100,A,A,A,RALEIGH,27603.0,2001,7,3
16,0.43,145000,1961,2145,G,C,A,RALEIGH,27603.0,2005,11,4
16,0.56,97000,1955,1325,A,A,A,GARNER,27529.0,2000,3,1
1,0.18,137000,2017,2594,A,D,L,RALEIGH,27608.0,2001,9,3
1,0.4,315000,1975,2505,A,E,C,RALEIGH,27607.0,2004,7,3
1,0.72,490000,1966,3584,A,E,A,RALEIGH,27607.0,2009,5,2
1,0.72,225000,1973,2521,A,D,B,RALEIGH,27607.0,2001,7,3
1,0.21,85000,1953,1012,A,A,A,RALEIGH,27603.0,2006,4,2
4,0.82,325000,2000,3483,A,E,I,CARY,27511.0,2006,8,3
2,1.12,175000,1973,3623,G,A,A,RALEIGH,27614.0,2003,6,2
16,0.45,112500,1963,1407,G,C,A,RALEIGH,27603.0,2005,5,2
17,0.48,145000,1962,1835,A,C,A,RALEIGH,27604.0,2008,8,3
16,0.45,108000,1964,1314,A,B,A,RALEIGH,27603.0,2005,8,3
1,0.26,102000,1960,1595,A,C,A,RALEIGH,27610.0,2004,3,1
9,1.2,175000,1974,2061,A,C,A,ZEBULON,27597.0,2005,6,2
17,0.42,101000,1958,1827,A,J,A,RALEIGH,27604.0,2000,8,3
16,1.48,127000,1966,1544,A,C,A,RALEIGH,27610.0,2004,10,4
10,0.69,121500,1953,1761,G,C,A,WENDELL,27591.0,2000,5,2
1,0.38,109500,1955,1899,A,C,K,RALEIGH,27610.0,2007,12,4
4,0.38,174000,1970,1969,I,C,A,CARY,27511.0,2006,6,2
1,0.5,185000,1978,1722,A,D,A,RALEIGH,27607.0,2005,8,3
8,0.94,156000,1979,2256,G,C,A,RALEIGH,27613.0,2000,7,3
4,0.6,255000,1969,2755,I,E,A,CARY,27511.0,2007,5,2
2,0.94,274000,1967,3184,A,J,C,RALEIGH,27615.0,2002,5,2
